# state.name lon lat
s0026 67.7565721068334 35.56232515490018
s0079 30.13895325488341 27.096929841365053
s0039 40.2490805231479 54.59452629719155
s0082 67.43691083131448 34.29461771504644
s0064 51.55359638056433 62.52992472645578
s0010 25.442837034199624 68.8840519918211
s0060 30.3513060265247 69.43593018081626
s0006 58.039761032522875 34.97856970987099
s0085 66.57723589598736 31.016534875825066
s0083 32.29764490473398 62.094497425735554
s0073 31.261290792084715 52.9557429294135
s0041 30.89593071687406 56.7856879344253
s0046 36.7083378563643 46.064221162304335
s0062 58.69989192505818 44.46974804532277
s0035 70.07435705343845 60.70121137885213
s0037 57.6540036470669 64.76068353150382
s0008 26.90007754074926 62.84217032577949
s0096 57.742333275190354 50.56324571832296
s0090 46.77076577373199 43.05700122113077
s0072 37.14973071469316 40.370739876484315
s0049 34.70414667374065 42.60153959461204
s0074 41.692788000970005 41.19051797825766
s0043 39.916502370422805 51.16815246949695
s0053 42.70276449913747 60.74544784824751
s0065 48.95442603775313 36.6997511287671
s0024 55.145239582723676 30.63382066900729
s0052 27.822932505051234 70.0743199689598
s0094 56.33367272586349 59.9772916757119
s0012 54.69981089403069 59.47171005744431
s0067 55.70185485292744 72.05359337253529
s0047 68.60646070555588 41.26560738252438
s0022 63.48515312066848 74.48283221792803
s0093 62.010087145895156 68.03277919633257
s0042 26.602613014341593 58.54014995929056
s0057 27.458579178583488 70.79208139527076
s0025 50.908131045315365 56.29977287857278
s0044 46.17998876250276 54.31614634370452
s0031 67.64395185236049 57.04515266290836
s0075 57.1650493273032 70.22282462990484
s0004 57.65637253419496 71.43111784549653
s0066 63.40137388903616 58.20542022035345
s0100 71.44258918413688 71.73187512897289
s0092 70.10276429908333 47.884212919984705
s0097 70.83844117548249 46.44593366284836
s0015 55.13915195932276 28.14137211455193
s0020 55.885921215566185 71.4553830811887
s0038 67.27959302692204 49.255396515758925
s0005 67.88879762567007 63.48343068000487
s0040 71.10379527431537 61.54917098455671
s0084 71.17118577276692 47.30881844349199
s0088 74.56954874422166 62.15438104315615
s0001 67.26157048066332 44.2133337405936
s0089 37.27716490069433 54.30956310773951
s0019 41.997200769653006 55.746479703731765
s0063 31.930113301421393 70.46637390865592
s0023 53.96717591890089 51.65068339036219
s0081 51.73671798007562 50.40602912127624
s0045 27.918112759277847 54.81144920275122
s0009 58.92168955216477 65.80987493378629
s0099 62.0013435426667 54.25762160420982
s0013 74.29490884006029 44.3719272050966
s0034 73.05405529134826 53.620042133639885
s0029 28.02411105035657 34.25009812485209
s0091 72.45217607562373 25.799717063723715
s0028 31.21524265034561 72.66047711311825
s0086 34.09121514105745 72.5275790189794
s0014 74.46695947089322 72.33321991342629
s0036 67.50519382331737 42.004321902617185
s0048 49.288471538624364 57.72354990701945
s0098 36.37193590852124 52.21831907752624
s0054 33.843690192332666 54.325040440308996
s0027 43.367419032307424 67.14603272477729
s0061 38.981487910628175 63.822771359851316
s0059 34.55636179135029 33.68084192943846
s0016 43.87497836413718 72.65914962985599
s0011 44.48732059794722 57.20080269746383
s0076 46.090094930989494 42.62466522495847
s0030 37.99926713997618 40.998441196899265
s0058 36.89749820476246 42.063842615590595
s0003 26.062566710518915 49.825620563309364
s0017 28.78387531526435 70.48567212394744
s0007 60.07188036043779 29.634364539582165
s0050 47.41803388749299 26.11504634861572
s0051 73.91978464872784 26.056873527838192
s0080 72.35818999638445 54.59728093450126
s0055 56.704325513954714 70.16543116827765
s0018 54.557782549772604 51.280450949111994
s0071 49.699526616911996 50.317511412274214
s0070 61.69215077143772 73.93746804111703
s0021 66.3791366681649 52.26635602005743
s0077 63.90298945686756 47.999446135439086
s0069 39.134513058281065 66.81060821530704
s0002 56.54412805824348 28.344605911513092
s0056 61.66658318093389 61.41611194388564
s0087 42.26634621549412 51.69429195221748
s0032 41.9588415337051 35.77372681775084
s0068 41.91189005177148 36.279252157996495
s0033 40.09482020500615 27.8605262627672
s0078 39.79890372238322 26.2781845326172
s0095 40.47730257752755 37.14492554268908
|SouthWest| 0 0
|NorthEast| 100 100
