# state.name lon lat
s0003 50.73311446590087 27.169943912475524
s0070 48.221660920797945 33.008226309848816
s0038 51.211287850933594 58.56752686004136
s0085 49.00010300771187 30.554349027429552
s0015 60.86528149849521 51.01993053872994
s0021 60.57380657604781 46.569252800983676
s0062 65.08322484464588 45.22212984828572
s0004 48.45868774973522 59.877865485232604
s0029 43.46709733690194 55.82615739088835
s0012 73.00503860354337 56.28435756146123
s0052 52.50605227004645 61.38006561830224
s0081 41.3599705983996 54.13660782993639
s0088 41.717908784660935 55.0929836940917
s0014 56.606911261316526 45.85903587920508
s0072 58.039634597636436 63.12994996247501
s0039 53.44583227807888 55.76301249268751
s0094 72.83393302550981 38.13350086398742
s0060 73.96052781242815 31.221050299956783
s0092 71.90166284915355 31.214625915179106
s0042 72.87986111572685 35.36988962484756
s0065 29.976518459083845 49.02895472004671
s0095 34.066072152563756 57.7850922119387
s0005 73.67393644694084 74.33334232923008
s0059 71.65074576800592 64.06379188653932
s0036 37.45296892381859 44.05740115618568
s0079 72.23381325841262 39.544618971591206
s0083 58.08327098607528 58.55326322431998
s0009 60.97333219371628 68.58673400911212
s0016 60.269062942578934 70.82900349158618
s0043 66.76502882927167 74.32181508010191
s0056 25.258630906764136 32.67504342201797
s0008 65.5994155652933 72.3541760788392
s0075 60.327263978848016 34.19587053021681
s0067 70.46817022566394 33.94407112304254
s0093 70.80352461921353 42.35514767671418
s0071 61.85397800133393 42.74030971434562
s0050 65.94026630937566 25.65367576671515
s0040 44.82755020915553 25.05173958320062
s0091 56.284873256106515 28.757832431286918
s0032 59.62921056037693 58.318148860909744
s0055 72.97207712172757 54.91409744954318
s0068 65.59299375979174 57.72371788167162
s0001 53.957006774013834 49.669097098086446
s0031 55.831453793247064 41.19905473550932
s0100 33.38400231469148 31.057495102371064
s0090 26.276373857302872 66.64836405204186
s0045 26.709936347613887 35.45441856757808
s0089 35.57127148586434 48.595899839934916
s0087 29.264265607280986 67.19416159786206
s0076 36.71197040851368 63.32827142524033
s0099 45.7790099670166 58.2845820927572
s0002 36.44117328579179 36.852198790365804
s0020 37.82997919690935 39.75641595440796
s0063 32.34016704228185 37.30090655752758
s0054 30.38653259316491 35.90217114281701
s0051 29.140225392221314 37.20922723263392
s0078 29.934231432596913 46.61272674677362
s0023 30.447511120178806 64.10283159951486
s0077 28.18561499291208 65.26185656738727
s0041 48.88179252570132 48.30448183296229
s0058 28.149521710623844 58.20249662431397
s0047 29.168798706094655 49.41450120044785
s0017 33.93195655447325 47.52106368018474
s0097 33.33171057253553 50.47771707073723
s0048 58.298124019337116 61.14003652588724
s0053 62.47400275773523 69.26844839755006
s0018 67.90958155954078 44.47116190760074
s0096 66.56568283018166 41.654119756289774
s0037 41.77895377102588 46.0382452552052
s0086 40.518948517992044 66.12902256683904
s0019 52.558653628365775 73.08543504326774
s0057 58.047654794787185 64.40181361709868
s0074 67.5405397855997 65.10152250193954
s0026 58.509700224506304 58.552693396181944
s0066 56.990889511289154 60.340839989182506
s0082 52.31340871783027 69.00874314668602
s0027 60.9654829531058 28.002451858777338
s0044 54.23604013642843 39.31012867676196
s0007 42.38495643474786 40.92200418702278
s0064 56.33867978163825 42.304905588991815
s0006 74.44745039156226 55.253644245980325
s0010 44.00851647088082 61.69752435023985
s0030 31.753126307815286 57.78966147369434
s0035 37.05513536221992 62.67164040748264
s0024 73.47932837935831 63.25783560837252
s0080 67.63389603568581 60.92577405392572
s0025 59.68011641730888 55.71622585425665
s0061 69.42582606939546 55.48045307756215
s0028 34.23245062324496 66.85880376019354
s0049 42.93573394578149 66.17647207095413
s0011 41.625974277750146 73.73699381758121
s0073 30.872955242674433 69.03825891625635
s0022 37.4638231744039 44.787986489206766
s0013 37.529837685749136 49.68672638477227
s0069 38.16933102160785 53.60289565073681
s0098 44.040884580608804 74.04451982272457
s0034 45.608209634374305 60.020012549238444
s0046 25.454054333486276 68.31558846528162
s0033 38.3424221661198 56.28541184005929
s0084 73.99690479613184 50.341489281305144
|SouthWest| 0 0
|NorthEast| 100 100
