# state.name lon lat
s0074 54.20152389107714 50.95951687549869
s0040 52.26749060101304 49.60189010135112
s0046 52.30699660411322 48.22332050073488
s0002 48.084307805615026 48.491270448858316
s0086 48.52819249992811 49.06420532261245
s0082 49.215926454328056 49.930632397467434
s0004 50.59151805925008 48.1534660031078
s0060 50.45355291140318 47.95704981066617
s0041 46.24495583804734 47.463762592520474
s0021 47.541889974072056 46.15167292982859
s0014 51.89572727338834 47.17666859122888
s0093 51.9033966533392 45.44571703338035
s0043 51.34206322038934 50.640251512738075
s0044 45.179420480297075 54.18126155935738
s0067 46.6708915863455 54.6023162316262
s0020 52.04701120493795 53.85935485261291
s0064 49.89236669229203 54.923669121486796
s0087 51.849022095961175 50.339063565353584
s0017 52.44395801400315 48.37231011770765
s0027 51.10253201543687 49.7690531797782
s0055 54.360303577179515 46.37160352802429
s0084 46.6002122203077 54.4576019200183
s0061 49.230532472406864 45.509040154599205
s0077 49.23649159961702 45.552224293112296
s0079 49.478962871434724 49.537211151659164
s0016 50.94706583254453 47.31851629249474
s0003 50.21804270558452 48.174790649143354
s0042 51.53608924753746 47.40137887696882
s0062 50.2636419776366 47.473941307539555
s0080 54.362385442818066 50.344121709425664
s0031 54.32258523804185 50.18224144098919
s0054 54.85461074073346 49.83125630796568
s0012 53.738613549802245 45.02652125491183
s0024 51.190885232496846 46.821214075866614
s0070 49.758415430946286 51.73931962976537
s0091 48.5496407780425 54.028724548703366
s0094 48.64080572279775 53.569842173701026
s0073 50.66040826937771 50.19142369765863
s0099 53.554414936917354 51.32044080859474
s0006 49.553129220581454 46.99211580133331
s0078 48.08086079479934 45.596896607837365
s0005 49.27243698552958 47.52921408417548
s0034 47.72508553254863 48.70681044579224
s0029 51.15240184951889 52.98342633825796
s0001 52.58030115989587 52.57252306836222
s0090 51.830981297315475 53.632007906314286
s0039 50.03006312078821 52.35133667673703
s0036 50.95818645480194 52.323057310574434
s0007 53.55352436066362 54.08966808512526
s0050 52.87602201045453 54.32865470978593
s0030 54.92656905885753 50.93285061768769
s0059 53.12148691580577 53.278987481965544
s0013 48.337289710213994 53.167550029326605
s0058 49.49159996775415 52.31808623622145
s0022 53.31071517401463 53.75701958947086
s0048 51.09971091998088 47.55214595154443
s0025 53.91716392133146 54.62311652266986
s0081 53.211594030529824 53.76938766920398
s0053 49.693315884969536 50.14194721171223
s0092 50.340749000975 50.972306396105814
s0023 51.72995230380791 52.210203028520624
s0063 53.38718810113864 50.83087752348905
s0008 47.921109329089674 52.875903399272296
s0028 51.302896129195446 53.367819640160604
s0088 47.57658058162107 53.84580896159818
s0065 47.12106203388281 53.69643187175585
s0011 48.18559979279343 51.499371081884156
s0072 47.270650133598906 53.317357250390714
s0071 48.25111792336358 53.87186527828062
s0038 49.96291455826299 50.19813908731547
s0097 48.786899891134844 51.6159020138185
s0095 48.94513372085037 45.53751234337217
s0096 48.073652524991196 46.34732102233958
s0033 48.04400188743704 48.12454974439789
s0047 48.66454005927033 47.87731345718426
s0066 48.619085157173195 49.32622277798317
s0069 45.17035011406048 46.161108164682396
s0018 47.30929192014862 47.43408410743236
s0019 45.61420985596692 49.32221749142788
s0009 46.96358595722597 45.67271282698357
s0015 52.63834030182813 47.48344312219216
s0051 51.45647136225958 47.35371837759175
s0057 48.528733918155524 49.744775455386694
s0098 50.21461286739568 50.77964138721713
s0035 46.85558424427373 52.8472132920738
s0032 51.80634526237587 50.593540601701385
s0049 53.419432132622426 48.83354246931079
s0037 52.78633329513859 46.664672771359164
s0068 52.9869670970839 48.34225634288677
s0076 46.611063843244494 52.43943747658832
s0089 46.60670813807265 49.55067166850499
s0100 46.58973345152558 49.26229459486333
s0045 52.683370098714214 46.31351542230487
s0085 50.69130729704808 45.31528234473551
s0026 47.210336408950745 48.34265485181638
s0075 46.06078286156843 50.50304975026122
s0010 49.960618496596474 49.88468296380802
s0083 45.87635927449718 53.85348948257037
s0052 45.29108825512975 52.53300613625211
s0056 45.464205678562365 54.825916088067956
|SouthWest| 0 0
|NorthEast| 100 100
