# state.name lon lat
s0073 63.8073131374505 28.648582698372
s0048 51.97246603613373 39.57106026408112
s0090 65.67822802606796 36.11478200623368
s0045 51.68699755948903 45.42917708407377
s0053 56.12774904840913 40.40740542230871
s0063 38.92813859957248 26.22980432617812
s0064 34.7530160675166 36.97265851156328
s0072 27.862647497640182 44.224613522795536
s0041 25.536356329715133 53.610711636624785
s0065 25.826082739647433 63.9404413234027
s0017 28.135936349880293 29.899441148000825
s0025 26.54091775492552 42.73794011071102
s0089 27.767667360247206 33.780651670797866
s0004 69.84266163222298 63.975880941273225
s0019 42.21968403909206 70.34700462661331
s0043 68.45230155250279 70.21222754996212
s0012 70.93132407712838 53.58965494775079
s0028 63.289839737608226 69.74491183188186
s0057 42.9664297280511 74.34110606018497
s0088 44.23886654942436 62.2705955112919
s0031 55.004425869224974 70.90311127124718
s0036 56.16101735452615 53.48478677819814
s0047 50.80522902553782 58.003975226028466
s0062 33.9368612606326 70.88648391845659
s0075 54.56517058930097 64.55217282064964
s0059 63.130148928602 59.943185975058576
s0092 62.01819324268496 53.057482557463864
s0013 26.780234338660726 41.98572217391987
s0020 58.51902947704148 36.547555530023494
s0034 59.03381981033303 28.78420153721907
s0093 27.259985101169015 49.248246334086566
s0067 61.74672279574189 59.2891845814923
s0095 65.01377823579884 68.87818356065415
s0074 55.176140754727655 70.13768872256804
s0010 71.02888043528273 40.04843197328366
s0009 62.5089589151892 37.37023412428046
s0018 62.12695934932312 31.549044738821983
s0042 28.492614460851478 73.79963207047388
s0026 64.16645561679002 73.69842826478431
s0083 65.84934090938712 74.41753961853115
s0054 70.77564837421579 42.8412002787787
s0076 70.27796128719714 26.659738581090707
s0079 56.4123155670285 35.321983941429586
s0033 50.166265046149405 55.77825214050998
s0015 41.90539381980082 53.92305872053679
s0055 47.22761223434456 47.204764020868865
s0016 33.05728732101122 52.375792489336504
s0084 42.138382184728634 50.0712452864191
s0096 33.91040836180625 42.583016261266366
s0098 27.892348217924106 60.69295539546798
s0022 70.95588835318149 53.57311762186468
s0056 27.959296575564206 69.3867997466593
s0023 43.072493901811164 33.85467584212493
s0032 29.910432769962668 51.817589616195235
s0068 50.35231817046516 49.85942301050237
s0050 44.933341324423026 57.43884436502203
s0081 32.64692032879917 47.37916010045956
s0003 48.80782966625496 56.69216850738454
s0029 49.13974106899485 54.69355718062787
s0006 67.34534789474216 41.83054274537104
s0058 55.92207544462839 26.83959465407858
s0008 49.57589307991283 68.80589185989871
s0086 41.97945860682887 65.82333723592447
s0037 57.03366908640638 54.8405876593368
s0044 63.53157304051632 41.58337468092516
s0007 41.314942478649755 49.17986323498509
s0038 57.92292856949213 25.840459992794163
s0099 64.27453233167718 33.09996920906869
s0021 36.72532786908002 37.878822407138884
s0082 38.17529084529353 36.424776720438366
s0052 49.01511646010856 48.6565036098896
s0071 41.009189122366486 44.31642332113154
s0094 49.831188194374114 43.73920924204101
s0051 58.76082314199848 70.47357116367644
s0066 58.66370418765058 74.20172649366148
s0002 57.6809552132845 50.11560573068797
s0011 33.868781365927305 37.95334355561435
s0046 30.727523439078663 33.653628900392
s0087 26.105011088080566 29.0753957156667
s0005 47.16964327867073 30.764416164306418
s0024 48.369884965999105 34.23259963986082
s0091 56.632869438493685 37.06063270161684
s0030 47.331916709731175 43.540014096793925
s0040 46.75329569185486 42.34385172693622
s0014 51.612175346393684 70.66465098575553
s0001 44.779749313635946 74.38161197074993
s0078 33.89481848177416 53.351615657788386
s0085 35.5346149094096 67.6906990622621
s0035 68.67411721139565 61.65844377625018
s0060 32.1037956157899 38.23153633274781
s0077 31.042316035077032 39.9338975404957
s0100 45.58367887079588 31.340723590638113
s0080 73.20372435600918 50.02990993675816
s0027 48.132201073144046 26.405352226260064
s0061 68.50837845884128 30.51469833136099
s0069 55.18772180643147 27.35939650029803
s0039 34.48897188373618 26.011775772992724
s0049 26.273744904549567 40.244608306098385
s0070 26.45362388451902 63.76575347382682
s0097 68.20240726448444 60.62858036005016
|SouthWest| 0 0
|NorthEast| 100 100
