# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Jul 10 16:35:21 BST 2019 [seed=1562772909926]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	X.precision.col1	X.varCovar.X.precision.col1	X.diffusionRate	Y.precision.col1	Y.varCovar.Y.precision.col1	Y.diffusionRate	X.traitLikelihood	Y.traitLikelihood
23000	-114.28970120404415	0.9874703714117528	-115.2771715754559	2.8890728550357716	0.0	39.396435883904395	0.047914597084575475	20.87046663952679	0.946196340014479	0.0654957427123081	15.26816795394669	0.7098252614065328	-63.12269510138238	-52.15447647407351
24000	-113.85099386341987	1.0676438338373162	-114.9186376972572	2.8890728550357716	0.0	39.396435883904395	0.0438344948144987	22.813083719382572	0.8431284503050058	0.06148123274862223	16.265126044051378	0.7137676239714844	-62.81937538471026	-52.099262312546934
25000	-115.22145763140956	0.8996776673479552	-116.12113529875752	2.8890728550357716	0.0	39.396435883904395	0.05343722970015921	18.713544950048572	0.8492285834343286	0.06934611061275843	14.420419417379957	0.7116159100567306	-63.82338093311603	-52.297754365641495
26000	-114.59261184768671	1.0881774989588187	-115.68078934664553	2.8890728550357716	0.0	39.396435883904395	0.03443804109765107	29.03765626983375	0.9711342902166809	0.07481278563302703	13.366699174994196	0.72508715139929	-63.04634707790703	-52.634442268738496
27000	-114.26222154860312	1.0502979315487844	-115.3125194801519	2.8890728550357716	0.0	39.396435883904395	0.03786333016548033	26.410777806113085	0.9153348479234212	0.07326268759736887	13.649512907521476	0.7925348130603754	-62.78829481871906	-52.52422466143284
28000	-115.5634528339288	0.8700577648364938	-116.4335105987653	2.8890728550357716	0.0	39.396435883904395	0.05457529565225417	18.323308890012328	0.8930998655435193	0.07178659001853487	13.930178320795095	0.7243807300837819	-64.00363571826215	-52.42987488050315
29000	-113.78389084634398	1.0801489692320825	-114.86403981557606	2.8890728550357716	0.0	39.396435883904395	0.04084729594808492	24.481424701183528	0.9131182802443716	0.06435505654710875	15.538794519867864	0.7096011473339923	-62.7355329000449	-52.12850691553116
30000	-114.22795521359001	1.284253283402218	-115.51220849699223	2.8890728550357716	0.0	39.396435883904395	0.03342373622850575	29.918857459961057	0.8780265209908373	0.05326577647684451	18.77378058000743	0.7600585015785093	-63.1690898487072	-52.34311864828503
31000	-113.8905593464659	1.2223232776997213	-115.11288262416562	2.8890728550357716	0.0	39.396435883904395	0.036368093170424116	27.496629952907103	0.9085526134558016	0.05514180514194358	18.13506100182692	0.7646222233863926	-62.872867878858905	-52.24001474530671
32000	-114.21822617546768	1.2680501028573996	-115.48627627832508	2.8890728550357716	0.0	39.396435883904395	0.03734345142345525	26.778456781097223	0.9845475759061677	0.04924980446736107	20.304649141555924	0.8048997286684576	-62.81302506538278	-52.67325121294229
33000	-114.89084864953637	1.1677120236385685	-116.05856067317494	2.8890728550357716	0.0	39.396435883904395	0.030718840121530956	32.55331243119092	0.8715658821248485	0.07200478678283706	13.887965573954846	0.7840817582849368	-63.61540756278677	-52.44315311038817
34000	-114.58834709447098	1.1017652575387338	-115.6901123520097	2.8890728550357716	0.0	39.396435883904395	0.03389228096615294	29.50524342102161	1.010774299459491	0.07407453429526385	13.499916125209277	0.7363639285780519	-63.10955611499615	-52.58055623701355
35000	-114.02472207791342	1.060407517176807	-115.08512959509024	2.8890728550357716	0.0	39.396435883904395	0.03890066438931256	25.706501821977536	0.9842851504607466	0.07003495283982177	14.27858461313051	0.6555184958265327	-62.753188794295944	-52.33194080079429
36000	-114.17863633486029	0.9931612818423698	-115.17179761670266	2.8890728550357716	0.0	39.396435883904395	0.044331048100214994	22.557553742907114	0.9663570138520922	0.06992952811138038	14.300110797362285	0.736930745366311	-62.84525002309541	-52.326547593607245
37000	-115.87544081005935	1.4499337262716239	-117.32537453633097	2.8890728550357716	0.0	39.396435883904395	0.031098003820813683	32.15640482141515	0.9774695151099005	0.041677836992812724	23.993567616583565	0.8619968030478556	-63.54167678363116	-53.78369775269981
38000	-115.75209386551047	0.8802284946941654	-116.63232236020464	2.8890728550357716	0.0	39.396435883904395	0.0441575589431388	22.646179361673703	0.9796804610081395	0.08655840185877613	11.552893520741572	0.7495734300265495	-62.83584244214413	-53.79647991806051
39000	-113.74032194825318	1.1082534164969453	-114.84857536475013	2.8890728550357716	0.0	39.396435883904395	0.039550730753894946	25.28398289838223	1.0019534856508017	0.06299881256993634	15.873315054785811	0.6782585806990273	-62.74049492048852	-52.10808044426161
40000	-115.3434615533611	0.8736004824462198	-116.21706203580732	2.8890728550357716	0.0	39.396435883904395	0.05055238679316614	19.78145965869971	0.9116191605109123	0.07687051604989997	13.008888861248918	0.7305163145499958	-63.4194670787022	-52.79759495710512
41000	-114.46695809442922	1.3001358095265594	-115.76709390395578	2.8890728550357716	0.0	39.396435883904395	0.03672230739505675	27.23140431351576	0.9541688773069484	0.04710022924290631	21.231319169229064	0.6653355620219891	-62.849064812681064	-52.91802909127472
42000	-113.72202920192069	1.1270745031683294	-114.84910370508902	2.8890728550357716	0.0	39.396435883904395	0.040604178889830464	24.62800695251728	0.9442080153505554	0.059256515198822926	16.87578145027104	0.8053376166848755	-62.734455808104656	-52.114647896984366
43000	-114.41263238646322	1.1582073836048774	-115.57083977006809	2.8890728550357716	0.0	39.396435883904395	0.03262696029385144	30.649499401525624	0.9628188592997105	0.06915955285066562	14.45931847129309	0.7255309605999304	-63.28191312415339	-52.28892664591469
44000	-114.89209019450782	0.9185963217232553	-115.81068651623107	2.8890728550357716	0.0	39.396435883904395	0.05099059298442984	19.611460496357704	0.8672021471407027	0.0700940541030158	14.266545326802193	0.7428220246575291	-63.47569698791327	-52.334989528317806
45000	-115.39928930547879	1.3564813245436438	-116.75577063002243	2.8890728550357716	0.0	39.396435883904395	0.02686568758668017	37.22220013068988	1.0142011745040762	0.05748875782999274	17.394705291027964	0.7481317816064037	-64.60338687852473	-52.152383751497695
46000	-116.3105792449109	1.4311155283281976	-117.74169477323909	2.8890728550357716	0.0	39.396435883904395	0.02445961899815112	40.883711233424734	1.0541765402807566	0.05467295903798156	18.29057760172255	0.7649728719353354	-65.47875998290608	-52.262934790333006
47000	-115.12480844726429	0.9098709509784089	-116.0346793982427	2.8890728550357716	0.0	39.396435883904395	0.04478942482184182	22.326698857546933	0.8625857612125123	0.08083559830859054	12.370787387290585	0.6719957622473489	-62.871976938196255	-53.16270246004645
48000	-114.48704806349143	1.0992286990971392	-115.58627676258857	2.8890728550357716	0.0	39.396435883904395	0.04851440366751769	20.612435161591804	0.898709219142514	0.05238094806032904	19.090910665615745	0.8023442631622454	-63.18368254838252	-52.402594214206054
49000	-116.65705958503546	1.3701376485836037	-118.02719723361906	2.8890728550357716	0.0	39.396435883904395	0.023470313407958902	42.60701519481606	1.1195784611167898	0.06384327045906227	15.66335798290945	0.6713517473476751	-65.9077550515557	-52.11944218206337
50000	-115.94051710368407	0.850233385439997	-116.79075048912406	2.8890728550357716	0.0	39.396435883904395	0.04694452728935735	21.301737555821695	0.8725420238170335	0.08624034819159182	11.595500493323577	0.7081310672077685	-63.032562266392134	-53.75818822273193
51000	-113.79616448371158	1.1384213073818856	-114.93458579109347	2.8890728550357716	0.0	39.396435883904395	0.03715287180619771	26.91581973033868	0.9784334091547817	0.06327229600170341	15.804705427049432	0.7139299569227391	-62.823321541040706	-52.11126425005277
52000	-113.9357972426675	1.2077477169380642	-115.14354495960556	2.8890728550357716	0.0	39.396435883904395	0.03455683876991473	28.937832151203672	0.9600913946796061	0.059591175895925705	16.781008009415213	0.8142127712898243	-63.033443971043326	-52.11010098856224
53000	-114.10713073073168	1.144124306530274	-115.25125503726196	2.8890728550357716	0.0	39.396435883904395	0.04447133529764437	22.48639473735275	0.8629127241870748	0.05244408531966004	19.067927181964286	0.774554990847882	-62.85314293013673	-52.39811210712523
54000	-117.30589282646206	0.7635258189187861	-118.06941864538084	2.8890728550357716	0.0	39.396435883904395	0.05195405948987184	19.247774087700396	0.8614667990659247	0.09171415388429704	10.903442463870523	0.7234180841939412	-63.60590521717063	-54.46351342821021
55000	-114.12479600828324	1.2161255249607825	-115.34092153324403	2.8890728550357716	0.0	39.396435883904395	0.040701182859120395	24.5693105151591	0.9629481771370422	0.04992976284060386	20.028134385344615	0.8109158806115148	-62.734776568717294	-52.606144964526734
56000	-114.19581425015103	1.2666990746270366	-115.46251332477807	2.8890728550357716	0.0	39.396435883904395	0.032712751106345896	30.569119568974788	0.8992114986971902	0.056240656698183705	17.78073121312424	0.7674402356941036	-63.26904753779766	-52.19346578698041
57000	-114.23401217223045	1.2697155694402	-115.50372774167064	2.8890728550357716	0.0	39.396435883904395	0.03735987701656482	26.76668340092808	1.0806190325710316	0.04907234990929898	20.37807445227938	0.7225425194402668	-62.81216882159012	-52.69155892008052
58000	-114.78298731353082	1.232090051805455	-116.01507736533628	2.8890728550357716	0.0	39.396435883904395	0.04376056172655259	22.851626225657657	0.9180386058792078	0.045061199977663356	22.19204105739962	0.7721840317028112	-62.81580093414369	-53.1992764311926
59000	-117.12950127451714	1.37795111290345	-118.50745238742059	2.8890728550357716	0.0	39.396435883904395	0.022535057767817918	44.37530226472681	1.1573271697121914	0.0654199324501758	15.28586109075557	0.7871118056036815	-66.3549448113734	-52.152507576047185
60000	-114.12810146982201	1.2474504083210267	-115.37555187814304	2.8890728550357716	0.0	39.396435883904395	0.03294930294796088	30.34965569922281	1.0920192673592077	0.057917451579475296	17.265953054370552	0.7978564067741525	-63.23447884833182	-52.141073029811224
61000	-114.41881085087248	0.9867475804726584	-115.40555843134513	2.8890728550357716	0.0	39.396435883904395	0.04948721992775896	20.207237372796286	0.934279244504303	0.06353103677368427	15.74033812107122	0.7421461461715999	-63.290843359168996	-52.11471507217614
62000	-115.20222248584447	1.3453957771734644	-116.54761826301794	2.8890728550357716	0.0	39.396435883904395	0.027567034891498844	36.27521073397637	0.94829854981857	0.05725538938219619	17.465604736782286	0.8041467452135488	-64.38848256675219	-52.15913569626576
63000	-113.81474741653916	1.2003643395989534	-115.01511175613811	2.8890728550357716	0.0	39.396435883904395	0.03703533954186146	27.00123753070196	1.0891615984982714	0.056466809196872476	17.70951846266863	0.7618537812159899	-62.83000553653476	-52.185106219603355
64000	-114.2699329434589	1.0397289729293204	-115.30966191638822	2.8890728550357716	0.0	39.396435883904395	0.03848064778225786	25.9870885141665	0.9318825897563917	0.07356006659415339	13.59433244558102	0.6515395763032298	-62.765162818289035	-52.544499098099195
65000	-116.40191651903729	0.8718293069956329	-117.27374582603292	2.8890728550357716	0.0	39.396435883904395	0.06065236212400959	16.48740403474153	0.8635893891666226	0.06444679941705457	15.516674358468913	0.731264099751543	-65.14344276117785	-52.13030306485508
66000	-114.6179680703998	1.0056446984858114	-115.62361276888561	2.8890728550357716	0.0	39.396435883904395	0.03882623021022246	25.755784030166094	0.9350605242657313	0.07769924197008501	12.87013842921415	0.7174484995558335	-62.75509221514006	-52.86852055374554
67000	-114.6990612442668	0.9327987672764919	-115.6318600115433	2.8890728550357716	0.0	39.396435883904395	0.04621433838298361	21.638306096971103	0.8921979009195827	0.07515128133153909	13.306493013583859	0.7633110172379535	-62.97187718292002	-52.65998282862327
68000	-113.87737482008497	1.1726499918109525	-115.05002481189592	2.8890728550357716	0.0	39.396435883904395	0.04106056952029261	24.35426521558081	0.8750306918247645	0.05376295366782454	18.60016855060679	0.7896719557981348	-62.73722195113348	-52.312802860762446
69000	-114.58465342886032	1.291346273062482	-115.87599970192281	2.8890728550357716	0.0	39.396435883904395	0.038546516816415	25.94268127422997	0.902402783452842	0.04564991330747337	21.90584663906228	0.8653121400813045	-62.76308581189929	-53.11291389002353
70000	-114.21252811971958	1.274079671341631	-115.4866077910612	2.8890728550357716	0.0	39.396435883904395	0.03282141346157678	30.467913917561027	0.9454222235797197	0.05528017484665348	18.089667819864673	0.9178046586921	-63.25300366351197	-52.23360412754923
71000	-115.22087636693277	0.9270305401165393	-116.1479069070493	2.8890728550357716	0.0	39.396435883904395	0.04215404454428036	23.722516090942555	0.908702199899487	0.08302836524464631	12.044076708646028	0.6373344907549678	-62.756536526099595	-53.391370380949716
72000	-114.37434246952103	0.9759024411790156	-115.35024491070004	2.8890728550357716	0.0	39.396435883904395	0.04843010971319097	20.648311678873377	0.8888096951820876	0.06623224732071167	15.098385461054516	0.6732176189147504	-63.17487403073042	-52.17537087996963
73000	-114.4567244727629	1.1118998809807952	-115.5686243537437	2.8890728550357716	0.0	39.396435883904395	0.04790461980666301	20.87481341122993	0.9366704183325216	0.05178276302365776	19.31144538469557	0.7204952717989223	-63.12171413980015	-52.44691021394356
74000	-115.74468171310642	0.9236691976715556	-116.66835091077797	2.8890728550357716	0.0	39.396435883904395	0.05777876022208909	17.30739801539901	0.8457364427569714	0.06135421174726538	16.29879956928256	0.7185190020523153	-64.56913247376416	-52.09921843701382
75000	-114.39832970561469	1.1043687075906776	-115.50269841320537	2.8890728550357716	0.0	39.396435883904395	0.03453705763006673	28.95440632815911	0.996669600556024	0.07238938587646647	13.814179909006473	0.7534547024047547	-63.03557151418546	-52.4671268990199
76000	-115.41698718699388	0.8680394753428411	-116.28502666233672	2.8890728550357716	0.0	39.396435883904395	0.050623256227846906	19.753766835921525	0.889903872790144	0.07756225349612557	12.89286933946488	0.678160826376262	-63.42843191369389	-52.856594748642834
77000	-113.98265392434882	1.1699182433263469	-115.15257216767517	2.8890728550357716	0.0	39.396435883904395	0.03457710145621113	28.920874159056172	0.8848535745028818	0.06395599007007534	15.635752005470001	0.6989904900056244	-63.03127329864489	-52.121298869030284
78000	-115.11421953668416	0.9282520520547466	-116.0424715887389	2.8890728550357716	0.0	39.396435883904395	0.053906415042858605	18.550667841757686	0.8576717033089759	0.06516554465603623	15.34553275474497	0.7342253132008247	-63.896320118554016	-52.14615147018489
79000	-114.0684009240964	1.009395627074214	-115.07779655117061	2.8890728550357716	0.0	39.396435883904395	0.04475598400056185	22.34338094292478	1.0281044700318982	0.06720697618329713	14.879407716137194	0.6870454925209963	-62.86993609794121	-52.207860453229394
80000	-114.2536775994888	0.9811248932419809	-115.23480249273078	2.8890728550357716	0.0	39.396435883904395	0.045794125356941794	21.836862091054503	0.9579493813647225	0.0692878034503972	14.432554507459528	0.6680267769655291	-62.93982703484164	-52.29497545788913
81000	-114.63895277222011	1.022984674531044	-115.66193744675115	2.8890728550357716	0.0	39.396435883904395	0.0512173785328305	19.524622865244787	0.9137668063541747	0.057348261929389154	17.43732009230313	0.7290683281735145	-63.50553934728054	-52.156398099470614
82000	-114.30410924138785	0.98250758464688	-115.28661682603473	2.8890728550357716	0.0	39.396435883904395	0.04352865946172823	22.97337001336399	0.9605105552282495	0.07261544173858933	13.771175607523428	0.745279657942801	-62.805062485315034	-52.481554340719704
83000	-114.49292567012361	1.3119367474362542	-115.80486241755986	2.8890728550357716	0.0	39.396435883904395	0.03134782765875282	31.900137096765743	1.0365463164863813	0.05381616905682569	18.58177602616191	0.8311948711043834	-63.49517449516193	-52.30968792239793
84000	-113.92756050616009	1.0476446880045482	-114.97520519416464	2.8890728550357716	0.0	39.396435883904395	0.04478346037010017	22.329672422268946	0.9349708299509208	0.06251048017867987	15.997317524063188	0.6931897196860055	-62.87161189498878	-52.10359329917586
85000	-116.4143881437462	1.4503414958309202	-117.86472963957712	2.8890728550357716	0.0	39.396435883904395	0.03504685477064589	28.533230914563198	0.9679680807602852	0.03697941083954885	27.042074962711872	0.8963090624291307	-62.983383953742646	-54.881345685834475
86000	-113.76840231421133	1.1567484365505496	-114.92515075076187	2.8890728550357716	0.0	39.396435883904395	0.0403946948477252	24.75572606179285	0.9210827598629153	0.056309160789588156	17.759099691375706	0.7936053494278542	-62.7342605502633	-52.190890200498565
87000	-115.11613059736564	0.8989312678852162	-116.01506186525086	2.8890728550357716	0.0	39.396435883904395	0.046738601276404564	21.39559106799455	0.8726338689302976	0.07915660852881004	12.633183995446664	0.6951958124842218	-63.01481500840965	-53.0002468568412
88000	-114.23821434796983	1.2401664644598667	-115.47838081242969	2.8890728550357716	0.0	39.396435883904395	0.03203433303710593	31.216507577719273	0.9148157954114899	0.06035398308353639	16.56891474115126	0.6752304415631907	-63.3756522598059	-52.10272855262379
89000	-113.93921134403169	1.034546793693486	-114.97375813772517	2.8890728550357716	0.0	39.396435883904395	0.043960756699011665	22.747561122451796	0.9134975813423579	0.06524563230188767	15.326696434989845	0.7208089211219615	-62.82564737524005	-52.14811076248512
90000	-113.76931412346714	1.1401847238176417	-114.90949884728478	2.8890728550357716	0.0	39.396435883904395	0.037484267971023014	26.677858582513707	0.9482374621168556	0.06251852191547322	15.995259794401855	0.7504135722775122	-62.80584419114146	-52.10365465614332
91000	-116.11244112909695	0.8242664381794615	-116.93670756727641	2.8890728550357716	0.0	39.396435883904395	0.05066244792872449	19.73848562167526	0.9174224675135503	0.08404335384548174	11.898620821802925	0.7698342410253274	-63.43341105111938	-53.50329651615703
92000	-116.19760371230909	0.8345130109221262	-117.03211672323121	2.8890728550357716	0.0	39.396435883904395	0.04747168966815345	21.065186577313966	0.9728369314118738	0.08782128540978992	11.386761140352478	0.6695784100016025	-63.08022028708879	-53.95189643614241
93000	-114.01901531481928	1.2284020975846834	-115.24741741240396	2.8890728550357716	0.0	39.396435883904395	0.03380129307515843	29.584667005977046	1.0528972926187359	0.05856221334775248	17.075857329056678	0.7994534511572159	-63.12073157286265	-52.1266858395413
94000	-113.86559918992941	1.2145843439394681	-115.08018353386888	2.8890728550357716	0.0	39.396435883904395	0.037157228296853896	26.91266399126627	1.0069924357537168	0.05478867495782066	18.251947154587242	0.729467736048789	-62.82307870463908	-52.25710482922979
95000	-115.22717008324133	0.8859787065877629	-116.1131487898291	2.8890728550357716	0.0	39.396435883904395	0.05176456771511522	19.31823338124778	0.853339218237042	0.0734003155375456	13.623919634084976	0.7368686182011797	-63.57959307594278	-52.53355571388631
96000	-113.78159388346424	1.080904844710649	-114.86249872817488	2.8890728550357716	0.0	39.396435883904395	0.042348629352162416	23.61351513136842	0.910776342193115	0.06203081254128926	16.121020490169702	0.6970467111635194	-62.76179802399694	-52.100700704177946
97000	-116.4892870644818	1.4951120757380854	-117.98439914021989	2.8890728550357716	0.0	39.396435883904395	0.026305348288190363	38.01508305628268	0.9237082312115326	0.045077237720078184	22.18414549289436	0.8191729532790021	-64.7875325593109	-53.19686658090898
98000	-114.58871912342937	1.261353980150265	-115.85007310357963	2.8890728550357716	0.0	39.396435883904395	0.030070444615856416	33.25524490158988	0.9875548519407804	0.061668120793067306	16.215833839911973	0.7499093569491415	-63.7505484801261	-52.099524623453526
99000	-114.36395349546406	1.0782463953322634	-115.44219989079632	2.8890728550357716	0.0	39.396435883904395	0.04843545213627153	20.646034173202995	0.9591503548110374	0.054598046728962554	18.31567354349201	0.7854811992218034	-63.17543001119259	-52.26676987960373
100000	-114.01712243691884	1.0329848962330714	-115.05010733315191	2.8890728550357716	0.0	39.396435883904395	0.04585295196602019	21.808846696305626	0.8941212318389924	0.06278458112743446	15.927477448169807	0.714528942801358	-62.94418545380014	-52.10592187935178
101000	-115.65066036305981	0.8718324839780072	-116.52249284703782	2.8890728550357716	0.0	39.396435883904395	0.04591640091141159	21.778710442252244	0.9109695267194802	0.08466385973084212	11.811415203359916	0.7403033775122426	-62.94893338287282	-53.573559464165
102000	-113.83286413128523	1.0756167902116198	-114.90848092149686	2.8890728550357716	0.0	39.396435883904395	0.043603640765643124	22.933864751677707	0.8903030098372302	0.06087964648852068	16.425850964633273	0.7547506641588994	-62.808455758472704	-52.100025163024156
103000	-115.57285233577404	0.8620386930348134	-116.43489102880886	2.8890728550357716	0.0	39.396435883904395	0.05358329581799081	18.6625325063384	0.8557230660001516	0.07419269353509533	13.478416166774839	0.7714229439101722	-63.84587912942537	-52.5890118993835
104000	-113.8186111391568	1.1487257555098476	-114.96733689466664	2.8890728550357716	0.0	39.396435883904395	0.041609337842754744	24.033066899047654	0.8958548224333565	0.05552566266320605	18.00969051131465	0.7295370701261272	-62.74471347090947	-52.22262342375718
105000	-116.48938224175252	0.805293022402547	-117.29467526415507	2.8890728550357716	0.0	39.396435883904395	0.05716019733417472	17.494691177388987	0.8871577764477847	0.07738316228526955	12.922707866519398	0.7254271318382726	-64.4535516426723	-52.84112362148278
106000	-114.85057588013701	1.1976357337533996	-116.04821161389042	2.8890728550357716	0.0	39.396435883904395	0.04599944909306586	21.739390790894145	0.900364398042585	0.04579001583882506	21.83882188466304	0.733514538248966	-62.95522149128733	-53.092990122603084
107000	-115.06877986746814	0.9860518238202529	-116.05483169128838	2.8890728550357716	0.0	39.396435883904395	0.0540685761917429	18.495031133309467	0.9510921026401407	0.05826854913601939	17.16191693164775	0.7223379985482041	-63.92198048673648	-52.132851204551905
108000	-114.03227437244446	1.0379685640020326	-115.07024293644649	2.8890728550357716	0.0	39.396435883904395	0.04619749158628705	21.646196918120836	0.9340663331260558	0.06174141215938466	16.19658451313865	0.7711301930994872	-62.97055143307537	-52.09969150337112
109000	-114.11930531952042	1.1940032153645688	-115.313308534885	2.8890728550357716	0.0	39.396435883904395	0.033209065899171566	30.112259195611582	0.9940338330830029	0.06357038012369899	15.73059651451102	0.6608727204410871	-63.19803160882006	-52.115276926064936
110000	-113.9370552711561	1.0560956914352757	-114.99315096259137	2.8890728550357716	0.0	39.396435883904395	0.04014297199038701	24.910960758946022	0.893260378740554	0.06847698504306499	14.603446681700468	0.6779823547769727	-62.73493372143545	-52.25821724115592
