	X	Y
T0	-0.8757179518489805	1.6648921518919961
T1	2.745415091357829	3.105679783226892
T2	2.657371279521044	2.9958421410096174
T3	2.6003908704510548	3.067820779643277
T4	-0.8271101721119748	1.6378745890156292
T8	1.4587070585957473	0.9445455039083253
T9	1.1451764497601757	0.7588382943160098
T10	1.7704837422876145	2.2030721388107346
T11	0.801092330328768	1.1099440165746008
T12	1.7182039835973664	2.3132641955502757
T18	0.22841618542223063	-0.13536880016223451
T19	0.7997392250593713	0.20574013951138986
T20	0.6493162601623391	0.21207029815542383
T21	1.0515146831640865	0.05693165314414114
T22	0.6475144049805439	0.6969206620955987
T29	-0.06406917764623227	0.39415170761667534
T30	0.6622452270330682	0.22358807353184149
T31	0.7251065538045468	0.42335203041970415
T32	0.004284011375879082	-0.33764289117434854
T33	0.041786308824748736	0.17141557429971932
