	X	Y
T0	1.0768595329682464	-0.543312711730665
T1	-0.7068932593876297	0.8793167416449473
T2	-0.7197527749908145	0.8327366679238218
T3	-0.7308807811867362	0.8576066269955156
T4	0.9828880223449727	0.9805595467209637
T8	1.0758207230203898	-0.44080889490162295
T9	2.0255481905700137	-0.13236470902581648
T10	3.2158160129596483	-0.7471067457612778
T11	3.213504350434535	-0.7227659303449199
T12	1.0743200804173012	-0.44327257561362615
T18	2.197434169384663	-0.05795025385963998
T19	1.712678270998079	0.24905559694210336
T20	1.8069349481760573	-0.031171643574453956
T21	3.3718001311878996	0.28829755422716263
T22	1.8312227485012846	0.05014435855327896
T29	-0.7846324122026971	1.2030276989479192
T30	3.3185103987417657	1.1914306100601146
T31	2.309829502724903	1.4578687138735449
T32	2.4739715917778597	1.6024833879379474
T33	2.3180336073504297	1.4399126578749506
