	X	Y
T0	2.6479430107813733	-1.6449942216561237
T1	5.777735689988167	-4.246910645769015
T2	2.7865621376393843	-1.699985382085894
T3	2.7774631045450477	-1.706868634318887
T4	2.647982664920839	-1.5796850974580001
T8	3.575447276423453	-1.5704184377228008
T9	3.8122717565212034	-1.7512699470465913
T10	3.8469933518895294	-1.1732071882481792
T11	3.8201769508985124	-1.6813732501741698
T12	3.8350145261649065	-1.5085424706094492
T19	2.411211516172542	-1.8220499172605522
T20	1.849287138888761	-2.025715095438875
T21	2.8239462170328276	-1.6429201060435237
T22	2.2169283024455737	-1.6260839511294893
T23	2.170346430131644	-1.906548279235305
T29	0.9202395354464054	-1.5127842102157203
T30	3.5663295348216604	0.12011750771372082
T31	0.8477799015954011	-1.3087029826065395
T32	-0.5174966932408005	0.05748332776599415
T33	-0.5961492883105074	-0.1666226007663122
