	X	Y
T0	-6.065299335952291	-4.396396749010254
T1	-6.640006684138844	-6.28708306846585
T2	-6.393954116437689	-3.572113971311658
T3	-6.2700505784417695	-4.0234999832812965
T4	-6.3931203888630685	-5.810644677224528
T9	-4.052918243694632	-0.7142083279653417
T10	-4.589390988384637	-2.4266190529212053
T11	-4.609114802983948	-1.2154833632288224
T12	-4.781070360475297	-2.36441479122606
T13	-3.1319257333685404	-3.6211764312312544
T18	-0.35312849331962115	0.8288098648858131
T19	-0.590318061477364	0.9035880701306742
T20	-0.11359509917027158	0.6301872315028769
T21	-0.615488658954957	0.8569921961897431
T22	-4.595592796514355	-2.853735716244973
T28	-1.1122887904502312	0.70563869755866
T29	-2.2383293487856277	-2.2468771918428887
T30	-2.2246177289676736	-2.2494655619419395
T31	-1.1110299375666133	0.7045263210686686
T32	-2.381204996301348	-2.013566023323027
