	X	Y
T0	-2.3648198660106523	0.4278287020620652
T1	-2.7636193588425626	0.6505961836270975
T2	-2.9747132687540705	0.7169881691277008
T3	-2.1730911423068466	0.3552421704398015
T4	-2.7414942048973043	0.9285841483368686
T8	-1.874361212465681	-1.4756419394072084
T9	-2.0591371070023254	-1.325037290949376
T10	-1.781174239517635	-1.5413903538140514
T11	-1.633231254086462	-1.5147376892683928
T12	-1.6705180744969106	0.2965845147779962
T19	-1.3143449657200748	-0.19973585069312869
T20	3.2898484603570153	0.19951127144164849
T21	-1.1534747423902858	-0.15143902679839966
T22	-0.9402691926962905	-0.4413235464014902
T23	-0.9520496604840135	0.008643651112034745
T28	0.32062276270888695	-2.373806565945655
T29	-0.46971496389995643	-0.01837961891269115
T30	0.05567742874639568	-2.178267726161759
T31	-0.5787430655495897	0.2800160035427165
T32	-0.5639080852517292	-0.024614445114051295
