	X	Y
T0	5.516420539276442	3.5947546939372024
T1	5.554981213208258	3.500067053594776
T2	3.7859181038996557	1.1177157467097008
T3	5.8670492675745685	2.1862398654927144
T4	4.721231722782648	-0.05745117456347659
T7	4.83366104735473	1.3397614406444192
T8	3.065786983151044	0.5781328948409629
T9	4.8337961652324095	1.132315569512134
T10	4.558168999371902	1.3151980734227706
T11	4.303025201777338	1.3852049706604208
T18	4.568948523760542	1.2724374374277096
T19	4.882388520041002	0.9576634971745498
T20	4.581221380472077	1.6846187742989072
T21	4.5711493017657565	1.2736017427529576
T22	3.904051381185251	1.979951966593291
T29	6.289627887908501	-1.831546148636495
T30	4.339891595200284	0.9626079621639159
T31	1.280959528290324	3.4281786248038233
T32	6.17955407990762	-2.0240201359710945
T33	5.630594094702147	-2.0728116576758753
