	X	Y
T0	-4.195250212025355	-0.5630597749882336
T1	-3.5403046118926693	1.0113573804585565
T2	-3.9607964529882764	-1.0443926636274106
T3	-3.6016889813522455	0.887323174784469
T4	-3.910985253294518	-1.0797318490363121
T8	-3.494189707538119	0.4612481061122366
T9	-3.017280899165163	0.3373432654148522
T10	-2.999702140332622	0.3528878241973863
T11	-0.38398322870898083	0.5805634663732877
T12	-1.4272751086698516	-1.7417165379024007
T18	-1.3711332541650083	-0.8338482474303823
T19	-1.335549566399333	-0.9198961226812346
T20	-1.3218861567086744	-0.9398478912345734
T21	0.6268270850305319	0.9188916434669188
T22	1.0630082024269805	0.6512035366736197
T28	-0.5199300387990076	0.30880075273416085
T29	-0.47196006256854867	-0.35091954592631036
T30	-0.013341729660096072	-0.1397478369143273
T31	0.14028213164779724	-0.13976967632290843
T32	-0.022941684279246345	-0.06312251441811771
