	X	Y
T0	0.6287822186321843	0.7205151679701403
T1	0.5447412448826704	1.0880041811797132
T2	0.5031956165909032	0.5927595374328736
T3	0.23527191648555584	0.724708437371897
T4	0.4259811414698044	0.6688694710034787
T9	0.12803551104600172	-0.052864554053960455
T10	-0.9893002080852942	-2.4289708417025153
T11	-1.0911491282357033	-2.231288990090578
T12	-0.34243960627057046	0.8258555983830087
T13	0.1520886486257566	0.04607117622961804
T18	-1.9795265259871377	-0.7515080796051252
T19	-1.6805238059538374	0.7702320937847754
T20	-1.1304938745884985	-0.5988967536174377
T21	-1.180395413310815	-0.9865826178746051
T22	-3.1555860998239873	0.57458403364105
T27	-0.1386788450825968	-0.8003382873185043
T28	-1.2964134939800482	0.3313349255937301
T29	-1.6155696975107732	-0.5333997797432063
T30	-1.3190521748718709	0.23598360704839563
T31	-1.4406641326659835	-0.4126139217580697
