	X	Y
T0	5.404876773428444	-0.7761193722775879
T1	4.839218681345564	-0.2944496776729173
T2	5.3962258156615	-0.785011794501318
T3	3.278681642671495	-0.0298845853293932
T4	4.923140169374538	-1.1976167166255678
T8	3.480742613657195	0.8396817059090078
T9	4.901566439419805	-0.9917495435006759
T10	2.8014376501330633	0.8064841731113387
T11	4.922355777597891	-0.9935021317274852
T12	2.820400243609633	0.8186128824672378
T18	2.5949906884791676	0.9718476500765596
T19	3.7835282804602506	0.14556234802647927
T20	3.634320007650144	0.5316474055291175
T21	4.142517114373407	1.6119837022555108
T22	2.543081878761053	0.3375991695942664
T28	2.8370022125098404	1.8501108173329053
T29	3.5222682428985252	0.3238071621650208
T30	2.301859844271456	4.292125542858923
T31	3.5507201281998486	0.3404269038327506
T32	0.795188772353109	-0.5732548162945164
