	X	Y
T0	-0.0713781439691001	-2.7390589287022684
T1	-0.0597847477265116	-2.740936205817894
T2	-0.1379079472078258	-2.869083598261519
T3	0.08116702836617108	-2.755952043648574
T4	0.990024029912719	1.4578103732382408
T8	1.071257728926357	-1.098241104281254
T9	3.9899447250395252	2.043271171771947
T10	0.9201570210429291	-1.1259784886469644
T11	0.7598643126118075	-0.8545138244719499
T12	0.8996872642008956	-0.8131031413390519
T18	0.47150667140264385	0.26532482809899277
T19	0.9484770242172595	0.862531030975084
T20	0.13876077758636107	0.9053915427023949
T21	0.8358482266105038	-0.8511516823341263
T22	0.5014794962107203	0.34760578482859117
T28	0.18274605038412023	0.46270771469201966
T29	-0.0029630589936727597	0.2231665378836853
T30	-0.06084672939967778	-0.12345779939624607
T31	-2.0099850069502576	1.1846954155740645
T32	0.30943192755144866	0.3049783304631434
