	X	Y
T0	-3.89279087415986	2.49909052345004
T1	-4.979699301185255	4.069458859639848
T2	-4.209925950418041	2.1433052486446633
T3	-4.372828326945128	2.283475420614421
T4	-5.7178798526572185	2.502700218666916
T8	-4.2799420271615345	2.2128325685666193
T9	-4.451611410052891	2.465918149176296
T10	1.3178687228164103	-1.6615227161875143
T11	-4.510713300921574	2.5986296392100092
T12	-4.339930396304471	2.2392976944983247
T18	1.023269493459164	-1.5266818523777232
T19	0.9641199282237439	-1.1161151608974351
T20	1.0303697708045516	-1.3125788085318248
T21	-4.659582939762274	2.2537502184898113
T22	0.8720801494397535	-1.5054402082247353
T28	-0.5481016401120523	0.08145650930976962
T29	0.3992751394513622	0.15725971810395722
T30	-0.6202186690628388	0.13006939648332036
T31	0.4113900203994219	0.11330058774132856
T32	-0.10901802657065589	-0.03474579785772203
