	X	Y
T0	-1.3944918335703158	-9.8686913869385
T1	-2.0136183863802493	-10.24812724133551
T2	-1.7795604767460431	-10.329097161428642
T3	-1.0871170584147325	-9.377387658461162
T4	-1.8390275674614898	-10.604392745388504
T9	-3.8050079749208563	-4.875436023228912
T10	-2.069035006115962	-9.318939947627292
T11	-1.863067627060786	-9.292828138206247
T12	-0.7726610200626671	-11.743165179437138
T13	-3.8002719693081928	-5.074110016184912
T18	-2.435259418306717	-7.217662868887638
T19	-2.139962222105247	-7.108543713748781
T20	-2.239265791783272	-7.085450617844738
T21	-2.3554798233717054	-6.805139159235184
T22	-2.2476374087082283	-7.078950175029329
T29	-1.0805358380189047	3.158377264935213
T30	-2.375266524518745	-6.913608439741796
T31	-0.9581673631901966	-2.785185497414674
T32	-2.302209792307638	-6.991037925778991
T33	-1.3958913191167186	3.222425927261501
