	X	Y
T0	1.6926838282966257	1.9658771442930028
T1	1.865353292475762	2.936992198914899
T2	2.267203354762154	2.7703327198115324
T3	1.7497503208719625	1.7589205839193167
T4	1.3461312299650696	2.4682864022745314
T9	2.1893660778387085	2.526566606870384
T10	0.4012738791231796	-0.14907931467727287
T11	2.159914634264326	2.356381574965561
T12	2.205617755156073	2.268242629596169
T13	2.265950529249132	2.5924110509764313
T18	-0.3424866500542128	-3.2087824266941993
T19	2.0855758158365703	1.9567113703102716
T20	1.9492565029162514	0.7854549882566519
T21	0.09877296345584191	-2.651363266668468
T22	1.6250974996389915	-1.5570394522697788
T27	-0.5204769820203067	0.8254524831784918
T28	-0.5601573050102476	0.7610296471836971
T29	0.9295818606768046	0.21742086097774718
T30	-0.615101053309869	0.5584580414144675
T31	0.5735118162671373	-0.7080311028297894
