	X	Y
T0	-2.720810607993503	-2.4078153510305595
T1	0.5135691544265748	-2.177807477840792
T2	0.27149177714160433	-2.0402952034750523
T3	-2.2578870981094394	-2.178506461275983
T4	-1.7818976182413186	-2.2999754326002297
T8	-3.517953710003202	-0.6164828990606028
T9	-2.091489316486436	-0.9772508256645009
T10	-2.3798995210639218	-0.3325450916663121
T11	-2.5463962808163907	-0.7131757545011623
T12	-2.409466516715917	-0.7263125417224603
T19	-2.244815584556235	-1.0238941185602755
T20	-2.238483749562246	-1.0620601535411325
T21	-2.281088176797236	-0.42727830305142517
T22	2.756337858067098	2.370191573705144
T23	-2.685037395339144	-1.9417419314381312
T28	-1.5046473878257494	1.1339812128660787
T29	-1.3746830903674712	-1.12475083706099
T30	-1.0747774099718141	1.6143345413179973
T31	-1.290430433566423	0.32457624330706825
T32	0.6049081983929253	1.230527858823286
