	X	Y
T0	-3.8759380221817414	2.192910382778904
T1	-4.575371836151134	1.616132126769436
T2	-3.4667600025302834	2.0354853891849984
T3	-4.05950440525142	0.6753443269416766
T4	-4.797208650740265	0.7338684412100045
T9	-4.12359127317368	0.5370345627599515
T10	-3.9635341255349115	0.8044263615063834
T11	-4.032475780535042	0.8382670736573316
T12	-5.012580427306707	1.1912759805465158
T13	-4.038913549168002	0.8364797450956503
T19	-3.221633447758225	0.9086674830256354
T20	-3.382871788149377	0.8601797606670016
T21	-3.8689116571862527	1.1682661450084364
T22	-4.51558464008198	0.6407614752407317
T23	-3.324819182230721	1.0399977008138754
T29	-2.2156349633055505	-0.7793266067033922
T30	-2.3585108401186017	-1.3414675693545064
T31	-2.10789296885003	-1.1731292966276046
T32	-1.9682560584832547	-0.53685993721466
T33	-2.3263278576122093	-1.1456977944634663
