	X	Y
T0	-1.2312680159090663	-0.3208650056811891
T1	-1.2002808191034156	-0.10648804023312027
T2	-0.3861847329485386	-0.8316212563933962
T3	-2.304694222119613	-0.5110529308205187
T4	-2.308779533049152	-1.1664208281157724
T9	0.1502736054406272	1.3314339991223794
T10	0.21339178417802585	1.6357689303389351
T11	0.22360567909410448	1.3698169792310186
T12	-0.23350769224163104	2.0085144193475952
T13	5.255116930717111	3.9235931085691216
T17	1.4356378896446114	0.322281679409713
T18	0.1382636594497485	1.2557196688054308
T19	1.095880409230147	0.5927891182896527
T20	1.3039284894655838	0.3165244758383885
T21	1.3436305231474779	0.18176545247593173
T28	-0.9307875281875921	-0.4000674468895328
T29	-0.8408682103100952	0.7091893293657775
T30	-0.671640003824939	0.6760029692481254
T31	-0.9064840898397358	-0.44233187661094464
T32	-1.1115426026932336	-0.5083293600539998
