	X	Y
T0	-0.5505017079547545	-2.183710440747857
T1	-0.4385521653914344	-1.486385386010541
T2	-0.4777502128430121	-1.2096503759312154
T3	-0.41682541095856684	-1.4744179447461587
T4	-0.5550394699514803	-2.3012722941854404
T9	-0.33733468689447055	-0.4446071656170879
T10	-0.003135237166439951	-0.6101161717505611
T11	0.5321131570166007	-0.2872333937473208
T12	0.5465822926067394	-1.5025395186341697
T13	-0.33691994525151286	-0.4216670860802919
T19	-0.7696207060320757	1.414225495058538
T20	-0.8032825509110241	1.3988225896410367
T21	-0.9099780936505858	1.5940587146788128
T22	-0.8003130921709588	1.759907679420754
T23	-0.7660801234378425	1.42498010827608
T29	-1.8616199736519539	-0.46902047973834504
T30	0.2928209946246624	0.05414582544150369
T31	0.6038684320971888	-0.8063662171285123
T32	-0.11643067538803059	0.1404828423896046
T33	0.011409705335615318	0.08333949305279557
