	X	Y
T0	-2.4198879672545344	-0.38932232276724643
T1	-2.573355001503761	-1.5549073722349651
T2	-2.5681124329060103	-1.5648898500676556
T3	-2.3889786156188073	-1.4080796865400464
T4	-2.496823436105514	-1.5129477207570343
T9	-1.0083722751930249	-3.4042128319807623
T10	-1.155447549763748	-3.078468459439194
T11	-1.2795484977608869	-2.757188807622099
T12	-0.4404360456808487	-4.013559100444466
T13	-0.7905487742168015	-4.804172587685566
T19	-0.6344462819393076	-3.3391089737446396
T20	0.10767777561624779	-5.487633861465894
T21	0.4152126688060427	-5.797187960164193
T22	0.3320776296486182	-5.6893586873220245
T23	0.22628680630639206	-5.688019028956992
T29	0.3480209524958357	-3.77399532596152
T30	-0.5428173544110513	-4.047189875110697
T31	1.2802257341519627	0.6155736471804846
T32	0.22097199550042687	-3.648121643038582
T33	0.19159078945208613	-3.3058970710005893
