	X	Y
T0	-1.6127126558876943	1.6261512256113386
T1	-1.6538547891479647	1.6398279553851118
T2	-1.423811126205497	2.7066606831528848
T3	-1.6275293871897862	2.48214502542616
T4	-1.3537264849771578	2.7536036601218514
T9	-1.223235877565444	3.1022715339564866
T10	-1.1852656634915726	3.489072036884006
T11	-1.2322953272002526	3.4665902644487847
T12	-1.3048845093842782	3.477484054808261
T13	-1.578332310497256	3.4940578197318257
T19	-0.34575954233843653	0.8808785993366526
T20	-0.2283088764003078	0.6065362628847639
T21	-0.6782022881159073	0.48436685031393734
T22	-0.2265434316260135	0.9214623025429188
T23	-0.6150890272020454	0.937818962629921
T29	-0.09920314690063436	0.8987179723024533
T30	-0.038268688656252624	1.1793663238163392
T31	-0.8943934719672111	0.7844584152011229
T32	-0.5974285779332286	-0.43057068289444755
T33	-0.6466525447349467	-0.4559799624189549
