	X	Y
T0	-1.9622486134098092	-1.7309280064612453
T1	-1.9718399669213056	-1.3057922143884049
T2	-2.279532554798343	-0.6211162313934302
T3	-2.260636397035316	-2.018969082008454
T4	-2.461127523813708	-0.2586601537934519
T8	-2.8187382090789	-1.0821514301334427
T9	-2.345428969943697	-0.9064503630220307
T10	-2.2194692803674094	-0.7879024904671859
T11	-2.32204842746301	-0.9548136823019874
T12	-2.642303730773078	-2.091437241964612
T19	-0.5496365839658414	0.4100455640093752
T20	-0.26805312866782716	0.45228753510755165
T21	0.32860157669455514	0.8025934418106908
T22	-0.3194111801092816	0.4197114138713055
T23	-1.1809658546115749	-0.6029120085497556
T29	-0.2034236828864592	-0.2656590114078942
T30	-0.2609410000750444	-0.23755158417413508
T31	-0.8196932767219891	0.5460346733493251
T32	-0.5072478218201525	0.7610422337134916
T33	-0.5085106976111128	0.7565939116982259
