	X	Y
T0	-6.330442664673874	4.54249010336993
T1	-5.970225970376281	4.987729815014417
T2	-6.078829347983826	5.171002888196339
T3	-5.983393367091401	4.98979459235565
T4	-6.082565180355262	5.1771660404582285
T9	-5.9918067159798465	2.7988865968508807
T10	-4.9489210511157475	2.105748320264246
T11	-5.9371305335216435	3.250766779477512
T12	-5.054199430996565	2.0977787552696814
T13	-5.057995954472804	2.25298058796057
T18	-4.938054838446473	1.8649252128400513
T19	-4.99838319237088	1.7765774647951025
T20	-4.491721675972547	1.4887297714994974
T21	-4.044481432896093	4.145630754931529
T22	-4.935953309295524	1.8626094698440347
T29	-4.562129861684004	3.036693858461893
T30	-4.682150950473261	3.2881661527900845
T31	-4.470825943847341	2.9037853208634057
T32	-4.418908348063972	3.065066015830976
T33	4.782794732681582	0.8929753725112265
