	X	Y
T0	-3.27822705721638	-1.1059053575280133
T1	-2.57708624972035	-0.9731417390168382
T2	-3.1699238251164235	-0.6821214260892183
T3	4.905080134840825	-4.759373030055439
T4	5.260937493915492	-5.014278611811124
T8	-1.425031132162408	1.2733862383708678
T9	-1.9613550183275104	1.6629078755523503
T10	1.97348468697243	-1.765593157533229
T11	-1.8083270795216975	1.0229148688039869
T12	-1.532878540633925	0.3919530064256327
T18	-1.1226708307640378	-0.8172193544230836
T19	1.7909445306188942	-0.7100154870756905
T20	1.8903537555008756	-1.184798670659803
T21	-0.6540074882162963	0.27045936284159655
T22	1.6114775988612076	-1.1132258778779056
T28	-0.49613679926187165	0.19236348816133658
T29	-0.083207659156605	0.7856786385375376
T30	0.5319463925982988	1.473986163417408
T31	-0.24756998072764147	-0.19705778437849514
T32	-0.4965592824390252	-0.21135059888381447
