	X	Y
T0	-0.8018490161227992	-0.8546303059233379
T1	-0.4539895940375357	-1.1699356740648907
T2	-4.039391747479463	0.8766320273392936
T3	-0.1884020037058695	-1.3933076569109404
T4	0.0497198851503476	-1.1746139991418554
T8	0.5663152418519368	-0.05441322534022501
T9	0.4979923996704429	-0.05115816397221672
T10	-2.993341173904354	0.6707165674801737
T11	-2.960322156939351	2.4383018298158903
T12	0.4922766520936964	-0.04352458838205251
T18	-2.6997343382653884	-0.1787627719968092
T19	-1.7788097100040319	1.0041091145047556
T20	0.4753093608382384	0.4936213026083257
T21	-2.560877080809837	-0.17281026804521998
T22	-2.714042415764842	-0.16226981525639808
T28	-1.3255382164187728	1.0503515858980583
T29	-0.3018732176717886	0.5379790175719102
T30	-0.08889266007228641	0.6249184438553866
T31	0.23005182064167534	0.35078276280210074
T32	-0.5145760320573396	0.5933499274468684
