	X	Y
T0	-0.4560702119985731	1.8357338134780257
T1	0.39243514147163855	2.087832699029178
T2	0.7357945446031312	1.125320159949344
T3	0.025155020573614434	1.9173003353294384
T4	-2.8695552649872176	2.0101726774086774
T8	0.9519815675534934	3.131791879772199
T9	0.11581050326365228	2.1531958173473087
T10	0.8270584428733235	3.2323071260540464
T11	0.6162581400725922	3.3179053850961915
T12	1.0035760982564255	3.236534293455087
T18	-1.2795621742591132	1.3051286553245476
T19	-1.463865659091263	1.5296978288473109
T20	-1.0682913664850124	1.441464727599589
T21	-1.0284886983843948	1.3720380439036728
T22	-1.198316053945328	1.4122098862574406
T28	-0.38837444923889664	0.04336913060983525
T29	0.23195619561245456	-0.5727956363772948
T30	-0.3603994529655405	0.08707578340179253
T31	-0.0637481143080385	0.2604559648296534
T32	0.17005341433982646	0.06375852401567297
