	X	Y
T0	3.5766984303288516	2.303600100676934
T1	2.4611192661183403	2.0120096669695706
T2	2.181897622456101	2.204711774911892
T3	3.6834366662013553	2.35229354145497
T4	1.944013789805736	2.2576532761500747
T9	2.545221139857742	0.5386120297933414
T10	2.0687037684719387	1.6768953796793737
T11	-0.8668299037954016	-0.39004880084049076
T12	1.6826934609396913	1.2150132799334665
T13	1.773461746295575	1.4484531494396689
T17	3.702791623385336	2.030596870104656
T18	1.0687627218619207	-0.495210646025708
T19	-0.41304201500958476	-1.4179880975560997
T20	1.1727997542322597	-0.39171561058138893
T21	3.6892446321184242	1.8043709996920667
T28	-0.15971220205201866	0.47634973407636566
T29	2.712057933423518	0.7292523855581036
T30	-0.3930085369801477	0.4488328283241565
T31	2.8627606662589034	0.37437766840494513
T32	2.8658359390836945	0.47364278241697055
