	X	Y
T0	0.01044494239308412	-1.4946602704923444
T1	0.09586551874723914	-0.715200065198166
T2	1.3836266478712016	-1.0247147996676638
T3	0.00438847118129893	-1.4854609710839728
T4	1.217808591429915	-1.3323020421224316
T9	2.1999977335889076	-0.5600289524929298
T10	2.1444696830086363	-0.5708915769444861
T11	0.9076189874490519	-2.0632365576043297
T12	0.7957099827325682	-0.48511217283141395
T13	1.390122400894228	-1.9844548932126846
T19	1.1277592796301503	-2.283526807906073
T20	1.3529410778776827	-1.8428329115856155
T21	1.2290818526239866	-1.7545470857098344
T22	1.2524911572259876	-2.243918812997648
T23	1.383373219606757	-1.574342939633489
T29	0.42071946039835123	-0.9270223543130679
T30	0.4138959538802464	-0.9049924812078548
T31	1.1882751523395712	-0.35720569659036433
T32	0.9221394835187298	-0.7875191122853406
T33	0.6681125722867707	-1.1901736657245798
