	X	Y
T0	-2.317207849421993	0.490084135289057
T1	-2.2230116983978943	0.7702444703049032
T2	-2.4872060367245985	1.0327856984857395
T3	-2.1662013052282574	0.5887901204835017
T4	-2.300294082447888	0.8018510517903665
T9	-2.344921052048688	0.15486481887399914
T10	-2.3346262351529385	0.2014092388822352
T11	-0.7971278300399761	0.4290284951607312
T12	-0.8338555582329539	0.41474293530938905
T13	-1.6445998689578374	1.6092184035170476
T18	-0.34024485269849525	0.1412227810970868
T19	0.6199904723528518	-0.06621377266860753
T20	0.06483242129123737	0.04948962745629043
T21	-0.3462810450349084	0.1406027331805232
T22	-0.03379432346983277	0.135852777414043
T29	-0.10612001805944007	0.9572748802280171
T30	-0.2231464666499136	1.4848429853460787
T31	0.3115785589910371	1.8717795584389934
T32	0.40797667023349987	1.8188936236179387
T33	-0.18849356197062048	0.7857514162698781
