	X	Y
T0	4.70741340461556	-6.516313252468328
T1	-0.7776244313506918	-0.10361683509386374
T2	-0.8376251687645931	-0.2165118711047211
T3	-0.9865678641350915	0.019822077826597007
T4	-0.959994315555693	-0.018768690694689033
T8	2.7786040910321486	-4.010465944475904
T9	3.1513682446210676	-4.046752539628863
T10	3.1880900697628274	-4.060976549344647
T11	3.157844981840107	-4.0491035877067105
T12	3.145507965538026	-4.047733044244331
T18	2.2474578983663127	-3.579361466407227
T19	1.494146532811388	-3.9788530504889352
T20	1.7331195993395834	-3.52424571353175
T21	1.789008371049577	-3.667238202055241
T22	4.041385446863536	1.1020942907185174
T28	1.530019723339392	-3.046562109872557
T29	2.3116546942208758	2.4599698692739604
T30	1.4948422331908986	-3.034888586891646
T31	2.3071282862389326	2.413553037324684
T32	2.3323321455043633	2.4564200235332923
