	X	Y
T0	1.5423228296929992	-1.3806600536377067
T1	2.2038962665937856	-1.083126482881406
T2	1.8353072010518066	-1.3664561377401545
T3	-2.5226260451461497	-3.412559099638303
T4	2.7665210499878663	-1.5404861575437985
T8	0.009802404385241742	-1.1195376117457227
T9	0.8450965110859405	-1.6910239648751462
T10	2.4944922243983467	-2.8345865444984644
T11	0.46230676577356616	-0.9913955256240238
T12	0.8399467609536131	-1.7973880167090046
T17	-0.1286587857736196	-0.710150183977202
T18	-0.34426120442970815	-1.182615505840362
T19	0.21236462043487989	-2.093095642782475
T20	0.5053558237137821	-2.9083773517760734
T21	-0.3363525080838642	-1.0850167495737357
T28	1.7493844713688316	1.447762552837502
T29	1.7361841026437028	1.4463783278365225
T30	0.30856744034034755	-3.247197453272382
T31	1.7475475363825255	1.4429391066441912
T32	0.145596009127605	-2.5320543155242885
