	X	Y
T0	1.1489652514927993	2.516905865482168
T1	1.820563055316724	2.3009890452036386
T2	1.129258931391628	2.5641369534846357
T3	2.1191431525494617	2.2836894279689277
T4	1.2788784365193038	2.546826988955653
T9	1.150590391101661	3.659645544302159
T10	0.9448957365896912	3.9011023571229253
T11	1.196031175428431	-1.2317290853691187
T12	1.514684423002273	3.484053383246234
T13	1.1198459293155318	-1.185126284217233
T18	2.2915110550771027	0.3399432439965679
T19	2.5174659185902635	0.2169952089941644
T20	2.4107209003545043	0.18135209373482503
T21	2.2670421118540096	0.3594226803770427
T22	2.383451328365457	0.28319538968062796
T28	1.3100153901665734	2.1837056378324835
T29	1.31497941791942	2.210176364904606
T30	3.0560396540454513	-0.21523037364247094
T31	1.6746895577621475	2.5650433747290964
T32	2.0922879505102383	2.3481674875185243
