	X	Y
T0	4.627661892973816	2.251791550157803
T1	4.660153494918514	2.2304422287546113
T2	3.332633152988411	-0.4532839554645085
T3	4.77573355075809	1.0236492815571578
T4	4.754086426377739	2.181348798810246
T9	4.181731016547953	1.6765460965066281
T10	4.02455077507876	2.9503852309912997
T11	4.19133170380521	1.6577818847733508
T12	3.9286383411712427	1.1445874147398363
T13	4.194373731455902	1.6614886095118657
T19	-3.2476644505921026	-0.6944473806714966
T20	3.926843537888595	1.07631167694505
T21	3.5049623504115313	1.526915473714309
T22	3.901702401677069	1.1031095244755693
T23	3.9217033144691196	1.2334447005369897
T28	3.2562522140489416	0.6587084451415062
T29	-0.3787972448433291	1.057227783858606
T30	-0.5338230959255873	1.6419409117230142
T31	-0.10582867802242213	1.07344494337213
T32	-0.2921181341252353	1.0568386954295734
