	X	Y
T0	1.8464362272746904	-0.5977589323465647
T1	0.9191958359829191	-3.6068579983654203
T2	1.0021869419308507	-1.2828304769335777
T3	0.26061569025369424	-1.2864170875729322
T4	0.9150858717042019	-3.5848906854513163
T8	0.005557463783334132	-1.8939456496807763
T9	-0.3499268793200607	-1.5217674186217482
T10	0.37480365831096424	-1.8146525049719704
T11	-0.4712132154251711	-1.4600149930251398
T12	-0.16031944342419388	-2.042192530992993
T19	0.8957880162339584	1.3320850576205494
T20	-0.8761159610783376	1.8471809468880362
T21	-0.6625583188088117	0.7756758940220021
T22	0.9693898048589771	1.4036404696185716
T23	-0.8426905701883318	1.1359764546948594
T29	0.25123816875412835	0.07472503000657649
T30	-0.1635043076673377	0.16374351808119725
T31	-0.3051709407930723	0.04641811511317559
T32	-0.31660472587716654	0.09967221279050698
T33	-0.2260999171762207	0.11735505205513276
