	X	Y
T0	-0.7865192348469712	-0.4703608928014573
T1	0.13276120846172743	-1.13524260864721
T2	-0.28767752097783467	-1.3222490191566394
T3	0.2607562851745361	-1.2176386728478115
T4	-0.4420955239247172	-1.2409481850425501
T9	-0.018192005049525728	-2.452698957073004
T10	-0.4093309258284671	-2.053063540701106
T11	-3.3226760545785843	-3.8111029589125334
T12	0.5929175666683587	-3.0470633923604864
T13	0.5912728738728112	-3.031037652597624
T18	-0.37906822530315887	-2.1526265917706904
T19	1.1611796238994683	-1.8542481615222142
T20	1.1587542416888355	-1.8575214922310412
T21	0.6519836781924963	-1.6499741384897035
T22	0.5715841544036703	-1.5460599029501407
T29	-0.9165141251143886	0.6669020533590423
T30	-0.8725057780764772	-1.6000097162539861
T31	-0.8521839820700964	-0.11450462731046493
T32	-0.1640474658657648	-1.677847139406279
T33	-0.9579276209263533	0.5596193822828723
