	X	Y
T0	-0.5333986967057264	-0.1529321659836858
T1	0.005581948531683409	0.5696105664882721
T2	-0.36791543701153134	0.48237218223666933
T3	-0.0021065033303613034	-0.1882431096393733
T4	0.06223673765551084	1.281882759858955
T5	-0.34815668929864907	0.5823982983363342
T6	-0.6168018036431152	0.8142679522091327
T7	-0.03556450138800015	0.6022551735095248
T8	0.26317402911956794	-0.6406592904072803
T9	-0.16140252544588046	-0.25578110839505874
T10	0.0466785412066068	-0.5871882596511376
T11	0.16064994046294828	-0.3801481434941487
T12	-0.16800047715249694	0.5866453290936137
T13	0.3304526157922589	0.41673094617233203
T14	0.302292548934424	0.5568948482614581
T15	-1.9538904983391894	-0.16695809066534587
T16	-0.8651920423912631	0.07228294888290898
T17	0.2334583383407181	0.6317761173979934
T18	0.4256148603576437	0.379917127214994
T19	0.13651049145173144	-0.13592354596201583
T20	0.07194475917756586	0.5069255179916218
T21	-0.3957810776205494	-0.45425150053884394
T22	-0.33927271332519393	0.4855632735294165
T23	-0.6395815562422799	0.4429620747442621
T24	-0.5212931695244061	0.6163618033359745
T25	-0.8422812548963424	0.1787363949531916
T26	-0.09181027234391834	1.1585245223451799
T27	-0.01122033662046959	-0.5894233182511575
T28	-1.2901592721434416	0.05963064304753843
T29	-0.24440860059086233	-0.5276641212793509
T30	-1.389590842635447	0.18644641811128046
T31	-0.4459409347059303	0.8764712662969858
T32	-0.0666093416457819	-0.25399406047426987
T33	0.09674407140748773	0.30167293087143165
T34	0.26277743682386	0.9003131155931932
T35	0.18833309643525448	-0.6992581258622275
T36	0.09408043786662874	0.7084336550335198
T37	-0.40143260166401595	-0.7649616945885853
T38	-0.10306117614136076	-0.3683467348514249
T39	-0.2096489420050806	0.48802206139944926
T40	-0.2998736866234575	-0.5588613705372377
T41	-0.22529101744793575	0.2608886275686972
T42	-0.2996778553038266	0.5470001924712681
T43	-0.7381870432784505	0.7227240102822075
T44	0.41270942009546424	0.3868114768616205
T45	-1.1706204663806545	0.14477277541375205
T46	0.09924718750060524	0.7826516555443863
T47	-0.9494080133732183	0.27517283368592355
T48	-1.8952540137170586	-0.09637906618511322
T49	-0.03273515234834354	0.9792410781005683
