	X	Y
T0	0.9223089509484288	0.626101615496683
T1	0.8209702790926794	0.6946812769073538
T2	0.7406823756072614	0.0909895422925072
T3	0.06107436750356454	0.11015294896363287
T4	0.9674176512061782	0.5381524408490572
T9	-1.0153057862297645	-1.033466659721994
T10	-2.3478018817729236	-0.9987419802282745
T11	-1.1520677810268498	-1.5153569249950103
T12	-2.3404471708018733	-1.0556563474829228
T13	-2.3667866677624154	-1.1571870474073505
T19	0.5671924394773435	-1.3684269312550847
T20	0.18935255334087547	-2.203591254738277
T21	-0.22374939349191353	-0.8356475678499402
T22	0.4698740145835154	-2.0547715871871906
T23	0.16136256364711324	-1.9845873446246003
T28	0.10343117705077887	1.767458448772974
T29	0.1773791584186109	-0.2961851752518232
T30	0.04289500858357811	1.8224667112352164
T31	1.1563316237513135	0.1522422952075625
T32	0.17339432107470582	-0.29194841789046133
