	X	Y
T0	-1.5875405059433858	-1.0987132658785494
T1	2.617382481468609	2.0265680841977316
T2	0.9881551780094193	1.3219247084776091
T3	-1.2397214355272006	-2.032977140505156
T4	2.6307633383664015	2.0666929733959982
T8	-0.1936191032158461	-0.8340498534042693
T9	0.0924327687733614	-0.05744891367590263
T10	-0.2406159576983622	-0.84759739674916
T11	-0.392401690112037	-0.02538460376424584
T12	0.3146770736301781	0.6128946120796349
T19	-0.6497130451335459	-0.07570702645274269
T20	-0.170584445371467	-0.5781463087265036
T21	-0.7403628717220548	-0.25321229174950743
T22	-0.2911548234239002	-0.8570198454195725
T23	-1.4686750748507063	0.45603352950186854
T28	-0.78867727251416	-0.3201546723986181
T29	0.5585593070124135	-0.7143245358664221
T30	-0.2850829589696399	-0.8715422092832222
T31	-0.7105940978976523	-0.2658224725803635
T32	-0.8162168365310001	-0.6844737657839723
