# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Jul 15 09:39:13 BST 2019 [seed=1234]
# -overwrite -seed 1234 output8\beast0.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	X.precision.col1	X.varCovar.X.precision.col1	X.diffusionRate	X.traitLikelihood
0	-99.62369784717441	0.5539276035831056	-100.17762545075752	23.61752193688859	0.0	48.55676764499203	0.05	20.0	0.9529086579322862	-100.17762545075752
50	-68.59533263195766	1.155102090003741	-69.7504347219614	23.61752193688859	0.0	48.55676764499203	0.015550970711831565	64.3046674404174	1.2492264232237738	-69.7504347219614
100	-70.19307555049083	0.99727431118754	-71.19034986167837	23.61752193688859	0.0	48.55676764499203	0.021202665911360767	47.163880437515274	1.0351904457040209	-71.19034986167837
150	-68.73830017171962	1.1068963504536307	-69.84519652217324	23.61752193688859	0.0	48.55676764499203	0.017098437317136214	58.484876802033284	1.1721962186740644	-69.84519652217324
200	-68.70421940824679	1.1130759954850433	-69.81729540373183	23.61752193688859	0.0	48.55676764499203	0.016891901736416335	59.19996549850596	1.1022096279252482	-69.81729540373183
250	-70.1020874036129	1.3271464652292335	-71.42923386884213	23.61752193688859	0.0	48.55676764499203	0.011073028139632367	90.3095329831972	1.261087379053652	-71.42923386884213
300	-68.60344341982025	1.1442206560909087	-69.74766407591116	23.61752193688859	0.0	48.55676764499203	0.015887762173297945	62.94152625727669	1.1712683817954814	-69.74766407591116
350	-68.59950678090037	1.1647532137292498	-69.76425999462963	23.61752193688859	0.0	48.55676764499203	0.015258147724750863	65.53875464043773	1.070500232721258	-69.76425999462963
400	-69.76091949082586	1.3055734144267908	-71.06649290525264	23.61752193688859	0.0	48.55676764499203	0.011555664152668853	86.53764827260437	1.3464503626668571	-71.06649290525264
450	-68.59622268259783	1.160207482208919	-69.75643016480674	23.61752193688859	0.0	48.55676764499203	0.015395386121882543	64.95452547166906	1.1645252315789072	-69.75643016480674
500	-69.63163331430039	1.0269552179565855	-70.65858853225697	23.61752193688859	0.0	48.55676764499203	0.020004618231042434	49.98845708778569	0.9824087331224388	-70.65858853225697
550	-68.7077730728586	1.112389018426095	-69.8201620912847	23.61752193688859	0.0	48.55676764499203	0.016914740076515927	59.12003350192648	1.1538504287008369	-69.8201620912847
600	-68.65021150986122	1.1874195680992041	-69.83763107796042	23.61752193688859	0.0	48.55676764499203	0.01459162093581771	68.5324820592977	1.1957404354695658	-69.83763107796042
650	-69.09415033787288	1.0653911622484524	-70.15954150012132	23.61752193688859	0.0	48.55676764499203	0.018551385979128254	53.90432828711975	1.2691469156241575	-70.15954150012132
700	-68.8612903849739	1.0893601139892939	-69.9506504989632	23.61752193688859	0.0	48.55676764499203	0.017698145135436414	56.50309636108322	1.0387243621815017	-69.9506504989632
750	-71.8315499277586	0.9346413646029916	-72.7661912923616	23.61752193688859	0.0	48.55676764499203	0.023965843751220416	41.72605022300026	1.0083970001223928	-72.7661912923616
800	-68.67918299776751	1.1948898974875817	-69.8740728952551	23.61752193688859	0.0	48.55676764499203	0.014378299887517598	69.54925184639818	1.065598858556778	-69.8740728952551
850	-69.2303806876492	1.0541186298925593	-70.28449931754176	23.61752193688859	0.0	48.55676764499203	0.018966503494304614	52.72453092370381	1.093813312196619	-70.28449931754176
900	-68.61479884222396	1.1377586448641683	-69.75255748708813	23.61752193688859	0.0	48.55676764499203	0.016091155407333576	62.14594133770208	1.1294047706864725	-69.75255748708813
