# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jul 12 18:43:08 BST 2019 [seed=1234]
# -overwrite -seed 1234 output8\beast6.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	X.precision.col1	X.varCovar.X.precision.col1	X.diffusionRate	X.traitLikelihood
0	-37.00268494066806	0.5539276035831056	-37.556612544251166	5.200151428048901	0.0	16.652893524802145	0.05	20.0	1.1928029900492108	-37.556612544251166
50	-39.35241770981188	0.2539210128943574	-39.60633872270624	5.200151428048901	0.0	16.652893524802145	0.08773340936787338	11.398166413514355	1.1123639879751033	-39.60633872270624
100	-37.10624695854591	0.5069698287768385	-37.61321678732275	5.200151428048901	0.0	16.652893524802145	0.05466758667139614	18.292375077958813	1.400196803789171	-37.61321678732275
150	-37.42397327750772	0.7585153043650865	-38.1824885818728	5.200151428048901	0.0	16.652893524802145	0.03375382613086076	29.626270992896735	1.1936971175861963	-38.1824885818728
200	-36.979349851481736	0.5844686064531204	-37.56381845793486	5.200151428048901	0.0	16.652893524802145	0.04717058119446565	21.199653993606642	1.138473223635897	-37.56381845793486
250	-37.65076252287537	0.4038791355161748	-38.054641658391546	5.200151428048901	0.0	16.652893524802145	0.06640142496678231	15.059917772852852	1.1505924003300168	-38.054641658391546
300	-37.04372833997876	0.6530750542076287	-37.69680339418639	5.200151428048901	0.0	16.652893524802145	0.0413621397817449	24.17669891540157	1.310352573529789	-37.69680339418639
350	-37.03738937680113	0.6499110213931778	-37.68730039819431	5.200151428048901	0.0	16.652893524802145	0.04161422056041073	24.030247029337367	1.2536604286943842	-37.68730039819431
400	-37.03498962056879	0.6486703987713491	-37.68366001934014	5.200151428048901	0.0	16.652893524802145	0.041713463866369996	23.97307505326151	1.0662075999109815	-37.68366001934014
450	-37.14361928374804	0.6910091433427519	-37.83462842709079	5.200151428048901	0.0	16.652893524802145	0.03845189690273386	26.006519328020506	1.1447089855805224	-37.83462842709079
500	-36.994870079678336	0.560451871602937	-37.55532195128127	5.200151428048901	0.0	16.652893524802145	0.049382305129106595	20.250168504397873	1.1721814424689119	-37.55532195128127
550	-37.5696157718529	0.41498069045912334	-37.98459646231203	5.200151428048901	0.0	16.652893524802145	0.06503232821821808	15.376967539044083	1.2040152475800319	-37.98459646231203
600	-37.456300717575566	0.4319796644795515	-37.888280382055115	5.200151428048901	0.0	16.652893524802145	0.06298720903575966	15.876239244578548	1.3792068313758863	-37.888280382055115
650	-37.0438975743102	0.5304547966040272	-37.57435237091423	5.200151428048901	0.0	16.652893524802145	0.05228371293685297	19.126415165039564	1.4018282014837968	-37.57435237091423
700	-37.01135540980637	0.6347130141189972	-37.64606842392537	5.200151428048901	0.0	16.652893524802145	0.04284574907265093	23.339538265613253	1.2458356731149827	-37.64606842392537
750	-37.19602401181275	0.48214346777257333	-37.678167479585326	5.200151428048901	0.0	16.652893524802145	0.05729949346255833	17.452161259565724	1.1849685673970245	-37.678167479585326
800	-38.279764843267	0.8875814944294893	-39.16734633769649	5.200151428048901	0.0	16.652893524802145	0.026270451033615243	38.06558169558704	1.2748605087094202	-39.16734633769649
850	-37.18324473555252	0.7027596930403	-37.88600442859282	5.200151428048901	0.0	16.652893524802145	0.03759111471862201	26.602031024757473	1.4703095505184116	-37.88600442859282
900	-36.9833468271322	0.6072822816377514	-37.59062910876995	5.200151428048901	0.0	16.652893524802145	0.04515749007524223	22.144720584199472	1.192508179316535	-37.59062910876995
950	-38.38416134260711	0.3262937228847336	-38.71045506549184	5.200151428048901	0.0	16.652893524802145	0.07674910048545695	13.029468667056081	1.0165447501807907	-38.71045506549184
1000	-37.55937072248516	0.7836299948049399	-38.3430007172901	5.200151428048901	0.0	16.652893524802145	0.03215173727307917	31.102518396021654	1.475921687100622	-38.3430007172901
1050	-37.35358752742429	0.4494005160049801	-37.802988043429266	5.200151428048901	0.0	16.652893524802145	0.060954212529730926	16.405757018224815	1.1360244219637399	-37.802988043429266
1100	-38.19100551378692	0.34392737828911324	-38.534932892076036	5.200151428048901	0.0	16.652893524802145	0.074273204786131	13.463805727509545	1.2075398408733353	-38.534932892076036
1150	-36.98389784256809	0.57347200750359	-37.55736985007168	5.200151428048901	0.0	16.652893524802145	0.04817127654136	20.759258873727315	1.2452380530746219	-37.55736985007168
1200	-37.34613315968775	0.4507599155086648	-37.796893075196415	5.200151428048901	0.0	16.652893524802145	0.06079819990292837	16.447855390400047	1.2617968227004073	-37.796893075196415
1250	-37.032948713731535	0.6475950235960104	-37.68054373732755	5.200151428048901	0.0	16.652893524802145	0.041799672031791704	23.923632683993954	1.3901341128385318	-37.68054373732755
