# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jul 12 19:03:32 BST 2019 [seed=1234]
# -overwrite -seed 1234 output8\beast1.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	X.precision.col1	X.varCovar.X.precision.col1	X.diffusionRate	X.traitLikelihood
0	-80.55331182644483	0.5539276035831056	-81.10723943002793	23.196270613544808	0.0	49.282812289697134	0.05	20.0	0.838907770783174	-81.10723943002793
50	-66.46375969975382	0.9875873643074089	-67.45134706406124	23.196270613544808	0.0	49.282812289697134	0.021608674038593977	46.27771228414844	1.0207531012033926	-67.45134706406124
100	-68.06150261828638	0.8286588087793723	-68.89016142706575	23.196270613544808	0.0	49.282812289697134	0.029461922661793854	33.94211611643382	0.8510496039299486	-68.89016142706575
150	-66.60672723951323	0.9390802257714499	-67.54580746528468	23.196270613544808	0.0	49.282812289697134	0.023758938615595374	42.08942226668323	0.976061178346623	-67.54580746528468
200	-66.57264647604134	0.9453000975931254	-67.51794657363446	23.196270613544808	0.0	49.282812289697134	0.02347194945434951	42.604045392347814	0.9428045482307633	-67.51794657363446
250	-67.9705144714057	1.160503905268382	-69.13101837667409	23.196270613544808	0.0	49.282812289697134	0.01538639999543239	64.99246089383223	1.0121906833347845	-69.13101837667409
300	-66.47187048760902	0.9766403337577374	-67.44851082136677	23.196270613544808	0.0	49.282812289697134	0.02207665877373798	45.29670953602739	0.9530477808482629	-67.44851082136677
350	-66.46793384869594	0.9972955209608247	-67.46522936965675	23.196270613544808	0.0	49.282812289697134	0.021201785195698767	47.1658396106603	1.0067803257847994	-67.46522936965675
400	-67.62934655862269	1.1388368517880372	-68.76818341041073	23.196270613544808	0.0	49.282812289697134	0.016057041364273585	62.2779737134494	1.0774572249543595	-68.76818341041073
450	-66.4646497503849	0.9927230596140972	-67.45737280999899	23.196270613544808	0.0	49.282812289697134	0.021392483245624445	46.74539129086555	0.9781711570249682	-67.45737280999899
500	-67.50006038209686	0.85857305845521	-68.35863344055207	23.196270613544808	0.0	49.282812289697134	0.02779718916789073	35.974860406214255	0.8664179297543357	-68.35863344055207
550	-66.57620014065175	0.9446086723266867	-67.52080881297843	23.196270613544808	0.0	49.282812289697134	0.023503684209429408	42.54652126404981	0.9970828641092688	-67.52080881297843
600	-66.51863857766331	1.0200916942861844	-67.53873027194949	23.196270613544808	0.0	49.282812289697134	0.02027562049595502	49.320315508938414	0.986499810688882	-67.53873027194949
650	-66.96257740567442	0.8972920477739796	-67.8598694534484	23.196270613544808	0.0	49.282812289697134	0.025777866862171653	38.79296938520052	0.9425776884136646	-67.8598694534484
700	-66.72971745277249	0.921427184635774	-67.65114463740827	23.196270613544808	0.0	49.282812289697134	0.024592255776574014	40.66320751887168	0.9422614466173449	-67.65114463740827
750	-69.69997699555805	0.7654876799841077	-70.46546467554215	23.196270613544808	0.0	49.282812289697134	0.033301464923085965	30.02870901654414	0.8639838652279324	-70.46546467554215
800	-66.54761006556335	1.0276035720655885	-67.57521363762893	23.196270613544808	0.0	49.282812289697134	0.019979202665601763	50.05204745841546	0.8614341793919086	-67.57521363762893
850	-67.09880775543877	0.8859386632706778	-67.98474641870945	23.196270613544808	0.0	49.282812289697134	0.026354688672165314	37.94391246428029	0.826781386262266	-67.98474641870945
900	-66.48322591002245	0.970138707773395	-67.45336461779586	23.196270613544808	0.0	49.282812289697134	0.022359281522978156	44.72415622891645	0.9212496887884825	-67.45336461779586
950	-66.89269012419383	1.0781186175790785	-67.97080874177291	23.196270613544808	0.0	49.282812289697134	0.018093406158764383	55.2687532256387	0.9045008237725384	-67.97080874177291
