
# before rand glnL: -43886.937932 alnL: -1336.235571
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.002542
# true mu: 0.884485
# true rad: 14.807219
# true sigsq: 0.135842
# true neigh. size: 2.261203
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 2477.68 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -43886.937932 alnL: -1336.235571
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.002542
# start mu: 0.884485
# start rad: 16.901384
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-51839.2	-1336.24	-4962.94	-1245.76	0.00494515	1	0.160651	12.4493	0.156512	0.0560781	19.8984	6.32978	198	99	112	-39333.3	2.08131f	10.7793	4	1	1	0	0	0	0	0	0	0	0	0.981818	0.853448	0.285714	0.464286	0	0	0	0	1	0.162393	0.223214	1	1	1	1	1	1.5	5.0625	2.25	56.0103	54.4594	17.4606	8.19789	2.08131	10.7793	
  2000	-53649.8	-1336.24	-6773.57	-1856.46	0.0073272	1	0.157983	12.6596	0.228053	0.0320845	19.8984	4.41747	319	99	125	-39333.3	14.47f	23.1651	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.842975	0.266667	0.392857	0.649123	0	0	0	1	0.108333	0.152	1	1	1	1	1	3.375	129.746	2.25	72.0005	35.5622	17.4606	8.19789	14.47	23.1651	
  3000	-55348.1	-1336.24	-8471.84	-2403.46	0.011149	1	0.157983	12.6596	0.347003	0.0438287	19.8984	2.90319	437	99	133	-39333.3	24.8738f	1.75687	4	1	1	0	0	0	0	0	0	0	0	0.972727	0.877863	0.320611	0.522936	0.677165	0	0	0	1	0.113636	0.326241	1	1	1	1	1	7.59375	4987.89	25.6289	58.1807	3.22699	17.4606	8.19789	24.8738	1.75687	
  4000	-57173.8	-1336.24	-10297.6	-2941.43	0.0147605	1	0.165872	12.0575	0.482345	0.0353427	19.8984	1.98925	560	99	147	-39333.3	6.27008f	32.9635	4	1	1	0	0	0	0	0	0	0	0	0.927273	0.881818	0.229358	0.495413	0.738318	0	0	0	1	0.174312	0.292994	1	1	1	1	1	17.0859	287627	7.59375	58.1807	3.22699	0.122323	39.6951	6.27008	32.9635	
  5000	-58359.6	-1336.24	-11483.4	-3242.76	0.0161653	1	0.168662	11.858	0.546153	0.0308798	19.9814	1.72778	632	99	167	-39333.3	8.39172f	38.8818	4	1	1	0	0	0	0	0	0	0	0	0.909091	0.954198	0.29771	0.465517	0.715385	0	0	0	1	0.139535	0.158537	1	1	1	1	1	38.4434	1.88925e+08	437.894	0.0349833	60.5697	4.29985	44.6449	8.39172	38.8818	
  6000	-59895.2	-1336.24	-13019	-3650.42	0.0172374	1	0.188428	10.6141	0.650623	0.0234636	19.9814	1.29821	732	99	187	-39333.3	14.6696f	43.4884	4	1	1	0.247525	0	0	0	0	0	0	0	0.954545	0.910959	0.255034	0.509804	0.783784	0	0	0	1	0.241611	0.270833	1.5	1	1	1	1	86.4976	1.24094e+11	7481.83	0.0349833	60.5697	4.29985	44.6449	14.6696	43.4884	
  7000	-61466.3	-1336.24	-14590	-4130.08	0.0204681	1	0.163512	12.2315	0.670409	0.0250792	19.9814	1.45188	855	99	185	-39333.3	20.1883f	26.317	4	1	1	0.247525	0.247525	0.009901	0	0	0	0	0	0.890909	0.94186	0.215116	0.521368	0.760234	0	0	0.118812	1	0.144509	0.248756	1.5	0.666667	1.5	1	1	437.894	6.18965e+14	127834	0.0349833	60.5697	4.29985	44.6449	20.1883	26.317	
  8000	-62697.2	-1336.24	-15820.9	-4483.48	0.0240715	1	0.152519	13.1131	0.735428	0.0288941	19.9814	1.41891	949	99	185	-39333.3	10.1162f	59.9589	4	1	1	0.247525	0.247525	0.009901	0	0	0	0	0	0.845455	0.884211	0.242105	0.495652	0.815789	0	0.108911	0.118812	1	0.116402	0.181319	1.5	0.666667	1.5	1	1	1477.89	5.35389e+16	647160	0.0349833	60.5697	4.29985	44.6449	10.1162	59.9589	
  9000	-64113.7	-1336.24	-17237.5	-4811.43	0.0240715	1	0.178407	11.2103	0.818268	0.0120403	19.733	1.09022	1037	99	207	-39333.3	29.8771f	55.7252	4	1	1	0.247525	0.247525	0.009901	0	0	0	0	0	0.809091	0.912621	0.230769	0.509804	0.764706	0	0.108911	0.118812	1	0.153846	0.253968	1.5	0.666667	1.5	1	1	4987.89	3.51665e+19	287627	0.0349833	60.5697	21.6155	78.2337	29.8771	55.7252	
 10000	-66252.8	-1336.24	-19376.6	-5347.15	0.0287669	1	0.163313	12.2464	0.917893	0.0407805	19.8572	1.06171	1188	99	224	-39333.3	18.5919f	90.5846	4	1	1	0.247525	0.247525	0.009901	0	0	0	0	0	0.863636	0.941176	0.302521	0.584071	0.808333	0	0.108911	0.118812	1	0.184874	0.209821	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.6155	78.2337	18.5919	90.5846	
 11000	-67353.8	-1336.24	-20477.5	-5650.57	0.032498	1	0.171169	11.6844	1.06275	0.0153276	19.7463	0.874909	1276	99	225	-39333.3	28.3347f	64.6656	4	1	1	0.247525	0.247525	0.009901	0.029703	0	0	0	0	0.863636	0.907692	0.234375	0.495727	0.834646	0	0.108911	0.118812	1	0.117188	0.419643	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.6155	78.2337	28.3347	64.6656	
 12000	-67910.1	-1336.24	-21033.8	-5787.63	0.032498	1	0.165596	12.0776	1.02815	0.0353792	19.7463	0.934786	1316	99	229	-39333.3	35.0516f	95.1754	4	1	1	0.049505	0.247525	0.029703	0.029703	0	0	0	0	0.863636	0.931298	0.253846	0.470588	0.824427	0	0.108911	0.118812	1	0.152672	0.439655	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.6155	78.2337	35.0516	95.1754	
 13000	-70252.2	-1336.24	-23375.9	-6310.76	0.0341592	1	0.15306	13.0668	0.948214	0.0319956	19.4909	1.09661	1471	99	261	-39333.3	27.5584f	88.3731	4	1	1	0.049505	0.138614	0.029703	0.029703	0	0	0	0	0.881818	0.931507	0.347222	0.537815	0.849315	0	0.108911	0.009901	1	0.164384	0.43295	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.6155	78.2337	27.5584	88.3731	
 14000	-68824.8	-1336.24	-21948.6	-6037.24	0.0341592	1	0.146024	13.6963	0.988912	0.0360237	19.9298	1.10214	1390	99	228	-39333.3	15.7562f	82.8944	4	1	1	0.049505	0.138614	0.029703	0.029703	0	0	0	0	0.909091	0.95	0.280576	0.5	0.836879	0.009901	0.108911	0.009901	1	0.120567	0.460526	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.6155	78.2337	15.7562	82.8944	
 15000	-69199	-1336.24	-22322.8	-6125.26	0.0380141	1	0.165846	12.0594	1.24989	0.0308597	19.9298	0.767793	1416	99	233	-39333.3	9.33545f	35.6708	4	1	1	0.049505	0.138614	0.029703	0.029703	0	0	0	0	0.927273	0.907801	0.211268	0.508475	0.873239	0.009901	0.128713	0.009901	1	0.0921986	0.473451	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.055	23.7818	9.33545	35.6708	
 16000	-69666.8	-1336.24	-22790.6	-6256.61	0.0356094	1	0.151946	13.1626	1.0727	0.0176156	19.9298	0.976462	1456	99	226	-39333.3	33.4352f	24.77	4	1	1	0.049505	0.138614	0.029703	0.029703	0	0	0	0	0.836364	0.945578	0.251701	0.495868	0.835616	0.009901	0.128713	0.009901	1	0.109589	0.433628	1.5	0.666667	1.5	1	1	16834.1	1e+20	4.91437e+06	24.9495	95.2003	21.055	23.7818	33.4352	24.77	
