
# before rand glnL: -50189.281297 alnL: -1179.415822
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.002495
# true mu: 0.109285
# true rad: 37.415464
# true sigsq: 0.671548
# true neigh. size: 18.300778
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 46748 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -50189.281297 alnL: -1179.415822
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.002495
# start mu: 0.109285
# start rad: 11.173703
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-53218.7	-1179.42	-6499.24	-1802.92	0.00732699	1	0.17511	11.4214	0.198218	0.0401588	18.7251	4.58529	307	99	112	-40077.2	82.3902f	4.25754	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.847458	0.205128	0.39604	0.617391	0	0	0	1	0.0731707	0.25	1	1	1	1	1	1.5	11.3906	0.296296	86.8164	21.7208	95.7838	26.3071	82.3902	4.25754	
  2000	-55308.8	-1179.42	-8589.37	-2479.18	0.0111761	1	0.152456	13.1185	0.264555	0.0274098	18.7485	3.94602	452	99	124	-40077.2	96.5228f	49.7711	4	1	1	0	0	0	0	0	0	0	0	0.954545	0.880597	0.188976	0.455357	0.753968	0	0	0	1	0.0652174	0.166667	1	1	1	1	1	3.375	437.894	0.0877915	86.8164	21.7208	95.7838	26.3071	96.5228	49.7711	
  3000	-58139.1	-1179.42	-11419.7	-3356.29	0.0149674	1	0.14659	13.6435	0.395683	0.00430048	19.4635	2.74391	656	99	133	-40077.2	63.9446f	39.1642	4	1	1	0	0	0	0	0	0	0	0	0.954545	0.944	0.219697	0.491071	0.774194	0	0	0	1	0.0538462	0.217054	1	1	1	1	1	7.59375	287627	0.0585277	86.8164	21.7208	95.7838	26.3071	63.9446	39.1642	
  4000	-59519.2	-1179.42	-12799.8	-3698.88	0.017605	1	0.168384	11.8776	0.534606	0.0157698	19.4635	1.76801	741	99	153	-40077.2	69.9356f	21.4979	4	1	1	0	0	0	0	0	0	0	0	0.872727	0.912162	0.246575	0.473684	0.778523	0	0	0	1	0.121622	0.177632	1	1	1	1	1	25.6289	2.83387e+08	0.666667	55.7651	20.7438	88.7884	27.5494	69.9356	21.4979	
  5000	-62376.7	-1179.42	-15657.3	-4400.02	0.0225118	1	0.188662	10.601	0.744811	0.0314733	19.328	1.13264	922	99	197	-40077.2	93.1164f	25.3899	4	1	1	0	0	0	0	0	0	0	0	0.954545	0.918033	0.248619	0.542056	0.775281	0	0	0	1	0.172973	0.162162	1	1	1	1	1	57.665	2.79211e+11	3.375	64.1633	4.56539	88.7884	27.5494	93.1164	25.3899	
  6000	-63475.8	-1179.42	-16756.4	-4757.58	0.0246178	1	0.188662	10.601	0.81449	0.0198879	19.328	1.03574	1018	99	185	-40077.2	85.0161f	32.1088	4	1	1	0	0	0.0594059	0	0	0	0	0	0.945455	0.941748	0.15534	0.517544	0.815534	0	0	0	1	0.186275	0.22449	1	0.666667	1	1	1	194.62	1.39267e+15	291.929	64.1633	4.56539	80.2079	21.6684	85.0161	32.1088	
  7000	-64449.3	-1179.42	-17729.9	-5047.97	0.026999	1	0.19482	10.2659	1.00614	0.0238704	19.7523	0.811944	1098	99	180	-40077.2	56.0376f	7.43109	4	1	1	0.227723	0	0.0594059	0	0	0	0	0	0.927273	0.954545	0.261261	0.439655	0.772727	0	0.0990099	0.0792079	1	0.0727273	0.236559	0.666667	0.666667	1	1	1	437.894	1e+20	291.929	12.8148	29.0379	57.4445	14.5651	56.0376	7.43109	
  8000	-65995.2	-1179.42	-19275.7	-5389.83	0.0308316	1	0.208686	9.58379	1.23074	0.0111313	19.7523	0.61967	1194	99	208	-40077.2	31.1722f	73.5346	4	1	1	0.227723	0.237624	0.0594059	0	0	0	0	0	0.918182	0.941667	0.260504	0.575	0.840336	0	0.0990099	0.0792079	1	0.15	0.198157	0.666667	0.666667	1.5	1	1	1477.89	1e+20	127834	12.8148	29.0379	37.6912	46.3197	31.1722	73.5346	
  9000	-68337.7	-1179.42	-21618.3	-5950.69	0.0361011	1	0.230815	8.66495	1.56899	0.00118161	19.6746	0.439475	1356	99	237	-40077.2	45.7465f	42.6556	4	1	1	0.227723	0.237624	0.0594059	0	0	0	0	0	0.927273	0.926471	0.264706	0.477876	0.792593	0	0.0990099	0.0792079	1	0.176471	0.2	0.666667	0.666667	1.5	1	1	4987.89	1e+20	1.45611e+06	12.8148	29.0379	37.6912	46.3197	45.7465	42.6556	
 10000	-70655.5	-1179.42	-23936.1	-6549.62	0.0373776	1	0.230815	8.66495	1.50473	0.0183996	19.3016	0.458245	1537	99	238	-40077.2	41.6643f	13.2316	4	1	1	0.227723	0.237624	0.0594059	0	0	0	0	0	0.918182	0.947712	0.246753	0.554455	0.805195	0	0.0990099	0.0792079	1	0.12987	0.23176	0.666667	0.666667	1.5	1	1	25251.2	1e+20	3.73185e+07	30.8343	14.8353	37.6912	46.3197	41.6643	13.2316	
