
# before rand glnL: -59443.612017 alnL: -1274.201454
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.002033
# true mu: 0.109285
# true rad: 39.380529
# true sigsq: 0.671548
# true neigh. size: 18.300778
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 57370 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -59443.612017 alnL: -1274.201454
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.002033
# start mu: 0.109285
# start rad: 11.173703
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-53553.3	-1274.2	-6739.1	-1876.29	0.00587758	1	0.15098	13.2468	0.159155	0.0236497	19.4367	6.62338	309	99	123	-49183.5	38.3665f	2.99886	4	1	1	0	0	0	0	0	0	0	0	0.981818	0.881356	0.243478	0.504587	0.710526	0	0	0	1	0.15	0.295082	1	1	1	1	1	1.5	11.3906	1	24.0208	95.9145	78.1965	1.25861	38.3665	2.99886	
  2000	-55812.5	-1274.2	-8998.3	-2600.13	0.00897124	1	0.170298	11.7441	0.280534	0.0354377	19.5514	3.33139	458	99	141	-49183.5	96.6205f	14.7952	4	1	1	0	0	0	0	0	0	0	0	0.918182	0.911765	0.231884	0.528846	0.661765	0	0	0	1	0.20438	0.269504	1	1	1	1	1	5.0625	4987.89	5.0625	24.0208	95.9145	78.1965	1.25861	96.6205	14.7952	
  3000	-57306.9	-1274.2	-10492.7	-3031.18	0.01062	1	0.184572	10.8359	0.359928	0.0219221	19.5514	2.39574	552	99	160	-49183.5	80.9467f	16.1145	4	1	1	0	0	0	0	0	0	0	0	0.972727	0.898148	0.213592	0.580952	0.754902	0	0	0	1	0.172727	0.216049	1	1	1	1	1	11.3906	287627	291.929	94.2717	42.2204	78.1965	1.25861	80.9467	16.1145	
  4000	-58274.8	-1274.2	-11460.6	-3284.73	0.0115881	1	0.193362	10.3433	0.411441	0.0349197	19.5514	2.00051	609	99	177	-49183.5	92.8017f	10.7918	4	1	1	0	0	0	0	0	0	0	0	0.936364	0.925	0.190083	0.529412	0.677419	0	0	0	1	0.196721	0.162651	1	1	1	1	1	38.4434	1.2595e+08	4987.89	68.3615	92.471	78.1965	1.25861	92.8017	10.7918	
  5000	-59896.5	-1274.2	-13082.3	-3799.29	0.0147861	1	0.198639	10.0685	0.506386	0.0158461	19.2459	1.58225	729	99	180	-49183.5	69.4842f	16.1543	4	1	1	0	0	0	0	0	0	0	0	0.972727	0.944444	0.275862	0.409091	0.80137	0	0	0	1	0.193103	0.27933	1	1	1	1	1	129.746	5.51527e+10	85222.7	70.6389	77.2942	93.9439	2.37737	69.4842	16.1543	
  6000	-60850.1	-1274.2	-14035.9	-4090.06	0.0147861	1	0.198403	10.0805	0.555211	0.0260308	19.6998	1.44482	798	99	183	-49183.5	94.8346f	28.2242	4	1	1	0	0.29703	0	0	0	0	0	0	0.863636	0.956522	0.214724	0.607143	0.765823	0	0	0	1	0.175	0.284153	1	1	1.5	1	1	656.841	1.22265e+14	191751	39.5545	85.2172	93.9439	2.37737	94.8346	28.2242	
  7000	-61385.8	-1274.2	-14571.6	-4218	0.0167305	1	0.233047	8.58197	0.647286	0.00145734	19.0648	1.05507	830	99	190	-49183.5	56.6824f	41.4533	4	1	1	0.19802	0.29703	0	0	0	0	0	0	0.936364	0.928571	0.201183	0.521368	0.71345	0	0	0.0693069	1	0.14881	0.296296	0.666667	1	1.5	1	1	1477.89	8.03084e+16	1.10573e+07	39.5545	85.2172	60.1762	33.4485	56.6824	41.4533	
  8000	-61218.1	-1274.2	-14403.9	-4238.37	0.0170391	1	0.197801	10.1112	0.632441	0.0241364	19.6578	1.27225	835	99	172	-49183.5	79.7169f	87.5691	4	1	1	0.19802	0.29703	0.019802	0	0	0	0	0	0.918182	0.953216	0.244186	0.446429	0.752941	0	0.128713	0.0693069	1	0.158824	0.174419	0.666667	0.666667	1.5	1	1	7481.83	2.34444e+19	1.10573e+07	35.1734	78.3826	65.7895	71.29	79.7169	87.5691	
  9000	-62516.3	-1274.2	-15702.1	-4543.29	0.0171607	1	0.213073	9.38647	0.686133	0.0285658	19.6578	1.08864	910	99	198	-49183.5	95.4645f	75.4017	4	1	1	0.19802	0.29703	0.019802	0	0	0	0	0	0.927273	0.917582	0.203297	0.443396	0.72973	0	0.128713	0.0693069	1	0.148352	0.253589	0.666667	0.666667	1.5	1	1	25251.2	1e+20	9.56432e+08	59.7544	27.6093	65.7895	71.29	95.4645	75.4017	
 10000	-62392.3	-1274.2	-15578.1	-4514.32	0.0173225	1	0.196965	10.1541	0.640242	0.0163081	19.6578	1.26208	903	99	196	-49183.5	85.3773f	66.5438	4	1	1	0.19802	0.29703	0.019802	0	0	0	0	0	0.918182	0.934426	0.214286	0.483333	0.78022	0	0.128713	0.0693069	1	0.148352	0.141361	0.666667	0.666667	1.5	1	1	56815.1	1e+20	2.15197e+09	1.18171	37.927	65.7895	71.29	85.3773	66.5438	
