
# before rand glnL: -95937.529636 alnL: -1216.173156
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.001165
# true mu: 0.109285
# true rad: 45.265205
# true sigsq: 0.671548
# true neigh. size: 18.300778
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 100142 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -95937.529636 alnL: -1216.173156
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.001165
# start mu: 0.109285
# start rad: 11.173703
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-53250.1	-1216.17	-6493.91	-1917.64	0.00345292	1	0.214876	9.3077	0.117649	0.00185881	18.8474	6.2957	286	99	119	-85852.1	51.4227f	32.7787	4	1	1	0	0	0	0	0	0	0	0	0.981818	0.882883	0.22807	0.522523	0.661157	0	0	0	1	0.0782609	0.191667	1	1	1	1	1	1.5	17.0859	0.666667	25.0267	38.7744	78.1965	1.25861	51.4227	32.7787	
  2000	-55872.3	-1216.17	-9116.14	-2856.5	0.00490713	1	0.197012	10.1517	0.185103	0.0114169	19.757	4.3643	458	99	132	-85852.1	87.1343f	25.6246	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.914286	0.255639	0.407767	0.75	0	0	0	1	0.0714286	0.2	1	1	1	1	1	3.375	2216.84	3.375	25.0267	38.7744	78.1965	1.25861	87.1343	25.6246	
  3000	-56968	-1216.17	-10211.8	-3267.22	0.00609785	1	0.182969	10.9308	0.193934	0.0109536	19.2851	4.48526	538	99	127	-85852.1	81.8761f	20.4899	4	1	1	0	0	0	0	0	0	0	0	0.954545	0.92233	0.264706	0.466019	0.794118	0	0	0	1	0.117647	0.275591	1	1	1	1	1	7.59375	647160	194.62	25.0267	38.7744	78.1965	1.25861	81.8761	20.4899	
  4000	-59192.6	-1216.17	-12436.4	-3977.04	0.00731604	1	0.171798	11.6416	0.229345	0.0104943	19.5207	4.03937	681	99	144	-85852.1	72.8476f	14.2876	4	1	1	0	0	0	0	0	0	0	0	0.972727	0.955882	0.181159	0.475728	0.768116	0	0	0	1	0.101449	0.275168	1	1	1	1	1	25.6289	6.37622e+08	25.6289	25.0267	38.7744	78.1965	1.25861	72.8476	14.2876	
  5000	-61769.9	-1216.17	-15013.7	-4850.11	0.00920207	1	0.160243	12.4811	0.29621	0.0180011	19.9955	3.35306	866	99	144	-85852.1	85.2388f	6.93278	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.94152	0.241379	0.409524	0.775758	0	0	0	1	0.132184	0.104167	1	1	1	1	1	57.665	9.42336e+11	985.261	25.0267	38.7744	78.1965	1.25861	85.2388	6.93278	
  6000	-64356.3	-1216.17	-17600.2	-5546	0.0117352	1	0.189484	10.555	0.446683	0.00669486	19.9955	1.88039	1021	99	183	-85852.1	38.2168f	18.8046	4	1	1	0	0.237624	0.049505	0	0	0	0	0	0.954545	0.891089	0.203884	0.443396	0.840426	0	0	0	1	0.0970874	0.271739	1	0.666667	1.5	1	1	194.62	1.83397e+14	85222.7	33.2094	81.316	63.8794	19.5418	38.2168	18.8046	
  7000	-64161.5	-1216.17	-17405.3	-5537.76	0.0114317	1	0.174059	11.4904	0.399707	0.0019373	19.9955	2.28761	1019	99	170	-85852.1	66.4192f	42.2556	4	1	1	0.257426	0.237624	0.049505	0	0	0	0	0	0.954545	0.950495	0.326733	0.419048	0.792079	0	0	0	1	0.166667	0.231214	1.5	0.666667	1.5	1	1	437.894	5.27498e+19	4.25081e+08	33.2094	81.316	63.8794	19.5418	66.4192	42.2556	
  8000	-64851.9	-1216.17	-18095.8	-5697.33	0.0116906	1	0.19873	10.0639	0.4667	0.0116589	19.9955	1.716	1055	99	189	-85852.1	91.5328f	32.7937	4	1	1	0.257426	0.237624	0.049505	0	0	0	0	0	0.981818	0.943396	0.235849	0.491379	0.839623	0	0.118812	0.0792079	1	0.207547	0.149171	1.5	0.666667	1.5	1	1	1477.89	1e+20	2.12026e+12	33.2094	81.316	63.8794	19.5418	91.5328	32.7937	
  9000	-67567.8	-1216.17	-20811.6	-6515.74	0.0143783	1	0.216539	9.2362	0.60196	0.00584317	19.8052	1.221	1245	99	201	-85852.1	52.3206f	18.7858	4	1	1	0.257426	0.237624	0.049505	0	0	0	0	0	0.927273	0.952381	0.288	0.563107	0.824	0	0.118812	0.0792079	1	0.176	0.241379	1.5	0.666667	1.5	1	1	3325.26	1e+20	5.35389e+16	33.2094	81.316	63.8794	19.5418	52.3206	18.7858	
 10000	-68320.3	-1216.17	-21564.2	-6765.87	0.014411	1	0.189273	10.5668	0.527356	0.00300325	19.8052	1.59451	1304	99	196	-85852.1	68.0285f	36.3069	4	1	1	0.257426	0.237624	0.049505	0.049505	0	0	0	0	0.963636	0.969466	0.282443	0.485149	0.801527	0	0.118812	0.0792079	1	0.10687	0.236453	1.5	0.666667	1.5	0.666667	1	11222.7	1e+20	1e+20	24.4581	98.7655	63.8794	19.5418	68.0285	36.3069	
