
# before rand glnL: -76446.450722 alnL: -1337.025160
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.001390
# true mu: 0.884485
# true rad: 17.220212
# true sigsq: 0.135842
# true neigh. size: 2.261203
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 4532.17 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -76446.450722 alnL: -1337.025160
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.001390
# start mu: 0.884485
# start rad: 16.901384
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-52427	-1337.03	-5549.93	-1545.12	0.00227633	1	0.180374	11.0881	0.0722306	0.0140329	19.3431	12.2159	227	99	114	-71948.4	41.2664f	12.4938	4	1	1	0	0	0	0	0	0	0	0	0.981818	0.846847	0.279279	0.490385	0.603604	0	0	0	1	0.183486	0.381818	1	1	1	1	1	1.5	11.3906	2.25	67.862	35.1364	20.0142	10.3316	41.2664	12.4938	
  2000	-55077.8	-1337.03	-8200.79	-2489.33	0.00458025	1	0.173074	11.5558	0.139454	0.0179031	19.3431	6.59413	401	99	127	-71948.4	31.3359f	9.26645	4	1	1	0	0	0	0	0	0	0	0	1	0.857143	0.291045	0.522936	0.691729	0	0	0	1	0.186992	0.310606	1	1	1	1	1	3.375	1477.89	11.3906	83.1222	26.2694	20.0142	10.3316	31.3359	9.26645	
  3000	-56401.2	-1337.03	-9524.18	-2900.23	0.00642908	1	0.182758	10.9434	0.204806	0.00586273	19.2986	4.25206	483	99	143	-71948.4	37.2003f	35.9829	4	1	1	0	0	0	0	0	0	0	0	0.936364	0.889655	0.335616	0.445545	0.705036	0	0	0	1	0.145833	0.163265	1	1	1	1	1	7.59375	127834	129.746	83.1222	26.2694	30.7633	32.2656	37.2003	35.9829	
  4000	-57472.5	-1337.03	-10595.4	-3312.34	0.00696711	1	0.152699	13.0977	0.185441	0.0104165	19.2986	5.62054	566	99	138	-71948.4	23.5037f	33.4457	4	1	1	0	0	0	0	0	0	0	0	0.954545	0.93913	0.303571	0.586538	0.810811	0	0	0	1	0.175439	0.321168	1	1	1	1	1	25.6289	1.88925e+08	4987.89	83.1222	26.2694	30.7633	32.2656	23.5037	33.4457	
  5000	-58511.9	-1337.03	-11634.8	-3655.63	0.00805655	1	0.149317	13.3944	0.209826	0.0155449	19.3018	5.07987	638	99	140	-71948.4	58.98f	9.33313	4	1	1	0	0	0	0	0	0	0	0	0.972727	0.953125	0.161538	0.438095	0.778626	0	0	0	1	0.107692	0.144737	1	1	1	1	1	57.665	1.8614e+11	85222.7	83.1222	26.2694	30.7633	32.2656	58.98	9.33313	
  6000	-60662.5	-1337.03	-13785.5	-4281.89	0.010675	1	0.171567	11.6572	0.329145	0.007968	19.4466	2.81837	774	99	165	-71948.4	47.1772f	24.5333	4	1	1	0	0.227723	0.039604	0	0	0	0	0	0.945455	0.929936	0.358491	0.37037	0.846154	0	0	0	1	0.14557	0.13253	1	0.666667	0.666667	1	1	129.746	1.22265e+14	3.73185e+07	83.1222	26.2694	30.7633	32.2656	47.1772	24.5333	
  7000	-61112.3	-1337.03	-14235.3	-4480.55	0.0109782	1	0.164062	12.1905	0.323687	0.0148191	19.4466	2.99699	818	99	151	-71948.4	29.1204f	16.2199	4	1	1	0.178218	0.227723	0.039604	0	0	0	0	0	0.918182	0.946429	0.244048	0.445545	0.813253	0	0.158416	0.118812	1	0.147929	0.166667	0.666667	0.666667	0.666667	1	1	437.894	3.56926e+16	1.2595e+08	83.1222	26.2694	30.7633	32.2656	29.1204	16.2199	
  8000	-61367.8	-1337.03	-14490.7	-4493.61	0.0112095	1	0.169072	11.8293	0.3406	0.0169774	19.4466	2.76379	821	99	169	-71948.4	17.8749f	20.9915	4	1	1	0.178218	0.227723	0.039604	0	0	0	0	0	0.918182	0.908537	0.215569	0.568627	0.778443	0	0.158416	0.118812	1	0.111765	0.337278	0.666667	0.666667	0.666667	1	1	985.261	1.56296e+19	1.2595e+08	92.216	21.8298	30.7633	32.2656	17.8749	20.9915	
  9000	-62235.9	-1337.03	-15358.8	-4726.17	0.0113924	1	0.166518	12.0107	0.340928	0.00407098	19.4466	2.80346	873	99	185	-71948.4	38.0158f	51.2578	4	1	1	0.178218	0.227723	0.039604	0	0	0	0	0	0.854545	0.948571	0.275862	0.594595	0.80814	0	0.158416	0.118812	1	0.126437	0.210811	0.666667	0.666667	0.666667	1	1	3325.26	1e+20	7.26291e+09	92.216	21.8298	30.7633	32.2656	38.0158	51.2578	
 10000	-63215.5	-1337.03	-16338.5	-5063.52	0.0142124	1	0.167298	11.9547	0.476155	0.00780333	19.98	1.99793	950	99	179	-71948.4	30.0631f	35.0795	4	1	1	0.178218	0.227723	0.039604	0	0	0	0	0	0.909091	0.904255	0.22043	0.582609	0.821053	0	0.158416	0.118812	1	0.119792	0.166667	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	30.7633	32.2656	30.0631	35.0795	
 11000	-64559.8	-1337.03	-17682.8	-5441.96	0.0144437	1	0.1544	12.9534	0.446597	0.00298655	19.98	2.30812	1039	99	191	-71948.4	52.3724f	47.3045	4	1	1	0.178218	0.227723	0.039604	0	0	0	0	0	0.927273	0.866667	0.285714	0.571429	0.847619	0	0.158416	0.118812	1	0.142857	0.33871	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	43.8937	45.1201	52.3724	47.3045	
 12000	-66453.8	-1337.03	-19576.8	-5948.04	0.0163426	1	0.171239	11.6796	0.553487	0.0094835	19.9179	1.67923	1160	99	213	-71948.4	34.5005f	25.3761	4	1	1	0.178218	0.237624	0.039604	0.049505	0	0	0	0	0.9	0.921053	0.318966	0.623762	0.810345	9.90099e-09	0.0990099	0.019802	1	0.115044	0.322115	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	64.3824	75.3627	34.5005	25.3761	
 13000	-67603.7	-1337.03	-20726.6	-6271.56	0.0175163	1	0.171168	11.6844	0.59299	0.0094835	19.9179	1.56802	1239	99	222	-71948.4	34.5005f	25.3761	4	1	1	0.148515	0.237624	0.019802	0.049505	0	0	0	0	0.836364	0.919355	0.241935	0.553571	0.854839	9.90099e-09	0.0990099	0.019802	1	0.137097	0.269058	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	64.3824	75.3627	34.5005	25.3761	
 14000	-68369.9	-1337.03	-21492.9	-6486.37	0.0173177	1	0.179229	11.1589	0.605143	0.0070314	19.8467	1.46742	1292	99	231	-71948.4	75.2411f	55.9622	4	1	1	0.148515	0.237624	0.019802	0.049505	0	0	0	0	0.881818	0.939394	0.248062	0.468468	0.828125	9.90099e-09	0.0990099	0.019802	1	0.139535	0.280543	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	49.3072	57.4953	75.2411	55.9622	
 15000	-70074.2	-1337.03	-23197.1	-7001.43	0.0183787	1	0.164651	12.1469	0.598037	0.00919787	19.9141	1.61632	1421	99	229	-71948.4	23.7108f	63.8279	4	1	1	0.148515	0.237624	0.019802	0.049505	0	0	0	0	0.9	0.935714	0.307143	0.576577	0.853147	9.90099e-09	0.0990099	0.019802	1	0.160839	0.237288	0.666667	0.666667	0.666667	1	1	11222.7	1e+20	7.26291e+09	92.216	21.8298	37.6533	41.0933	23.7108	63.8279	
