
# before rand glnL: -67184.653351 alnL: -1191.927279
# ninter: 99
# ncoal: 99
# nhits: 99
# true lbda: 0.001590
# true mu: 0.725588
# true rad: 55.949208
# true sigsq: 14.210060
# true neigh. size: 2.756384
# fst-based estimate of neighborhood size: -nan
# nucleotide diversity: 0.000000
# length of a generation: 3704.78 time units
# clock rate: 1 subst. per time unit
# after rand glnL: -67184.653351 alnL: -1191.927279
# ninter: 99
# ncoal: 99
# nhits: 99
# start lbda: 0.001590
# start mu: 0.725588
# start rad: 19.294075
sample	lnP	alnL	glnL	tlnL	lbda	clock	mu	neigh	sigsq	sigsqobs	rad	rhoe	nInt	nCoal	nHit	rootTime	rootLon	rootLat	tstv	alpha	MeanBr	accLbda	accMu	accRad	accInDelDisk	accInDelHit	accScaleTime	accSPR	accSPRlocal	accPath	accIndelDiskSerial	accIndelHitSerial	accLdskGivenDisk	accDiskGivenLdsk	accDiskAndLdsk	accLdskMulti	accDiskMulti	accMoveDiskUD	accAddRemoveJump	accLdskTipToRoot	tuneLbda	tuneRad	tuneMu	tuneIndelDisk	tuneIndelHit	tuneLdskGivenDisk	tuneIndelDiskSerial	tuneIndelHitSerial	c0	c1	rootc0	rootc1	rootldsk0	rootldsk1	
  1000	-52775.1	-1191.93	-6043.19	-1637.44	0.00391111	1	0.239594	8.34746	0.17984	0.00350628	19.7686	3.69367	251	99	129	-62875.3	69.8355f	42.4466	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.766667	0.355372	0.441176	0.666667	0	0	0	1	0.196721	0.346774	1	1	1	1	1	2.25	5.0625	2.25	33.4704	20.5477	87.7157	49.2094	69.8355	42.4466	
  2000	-55226.5	-1191.93	-8494.59	-2516.66	0.00587682	1	0.221777	9.01806	0.250133	0.00058037	19.7686	2.86902	418	99	136	-62875.3	49.9784f	56.9949	4	1	1	0	0	0	0	0	0	0	0	0.963636	0.903226	0.273504	0.448598	0.704	0	0	0	1	0.126984	0.257353	1	1	1	1	1	5.0625	291.929	11.3906	33.4704	20.5477	35.1252	1.38076	49.9784	56.9949	
  3000	-56788.1	-1191.93	-10056.2	-3023.04	0.00825166	1	0.24204	8.26311	0.385892	0.0163605	19.8019	1.704	522	99	149	-62875.3	34.4797f	7.26416	4	1	1	0	0	0	0	0	0	0	0	0.936364	0.901961	0.333333	0.455446	0.761905	0	0	0	1	0.142857	0.202797	1	1	1	1	1	11.3906	16834.1	291.929	33.4704	20.5477	35.1252	1.38076	34.4797	7.26416	
  4000	-58978.9	-1191.93	-12247	-3705.66	0.00985252	1	0.276829	7.22468	0.513265	0.0246184	19.6718	1.12013	668	99	166	-62875.3	21.3987f	2.2522	4	1	1	0	0	0	0	0	0	0	0	0.909091	0.9375	0.219697	0.5	0.724138	0	0	0	1	0.149254	0.131737	1	1	1	1	1	25.6289	5.59777e+07	16834.1	21.5185	14.8755	35.1252	1.38076	21.3987	2.2522	
  5000	-60876	-1191.93	-14144.1	-4333.12	0.0118895	1	0.224485	8.90928	0.502266	0.00411713	19.6718	1.41156	809	99	165	-62875.3	39.7925f	29.8421	4	1	1	0	0	0	0	0	0	0	0	0.927273	0.924051	0.297468	0.509434	0.829114	0	0	0.0891089	1	0.120253	0.266667	1	1	1	1	1	57.665	2.45123e+10	25251.2	21.5185	14.8755	35.1252	1.38076	39.7925	29.8421	
  6000	-62849.7	-1191.93	-16117.8	-4852.07	0.0135794	1	0.238093	8.40008	0.576245	0.00364784	19.4063	1.16002	930	99	194	-62875.3	38.8415f	67.0135	4	1	1	0	0.237624	0.029703	0	0	0	0	0	0.927273	0.951613	0.324324	0.557522	0.740541	0	0.0792079	0.0891089	1	0.129032	0.226804	1	0.666667	1.5	1	1	291.929	1.61007e+13	647160	21.5185	14.8755	31.8007	23.0319	38.8415	67.0135	
  7000	-63060.5	-1191.93	-16328.5	-4971.18	0.0146907	1	0.203863	9.81051	0.581341	0.000983991	19.8249	1.34292	959	99	178	-62875.3	40.3181f	47.586	4	1	1	0	0.237624	0.029703	0	0	0	0	0	0.927273	0.943299	0.179487	0.482759	0.838542	0	0.0792079	0.0891089	1	0.11399	0.138889	1	0.666667	1.5	1	1	985.261	8.03084e+16	1.10573e+07	21.5185	14.8755	31.8007	23.0319	40.3181	47.586	
  8000	-64269.6	-1191.93	-17537.7	-5302.09	0.0150537	1	0.211331	9.46384	0.617528	0.00167555	19.8249	1.21955	1038	99	191	-62875.3	52.7863f	35.7687	4	1	1	0.217822	0.237624	0.029703	0	0	0	0	0	0.927273	0.980583	0.144231	0.518868	0.846154	0	0.0792079	0.0891089	1	0.105769	0.39267	0.666667	0.666667	1.5	1	1	4987.89	1e+20	2.15197e+09	21.5185	14.8755	31.8007	23.0319	52.7863	35.7687	
  9000	-66946.6	-1191.93	-20214.7	-6025.97	0.0177987	1	0.211331	9.46384	0.730131	0.00775962	19.8249	1.03147	1218	99	217	-62875.3	21.8483f	37.7174	4	1	1	0.217822	0.237624	0.029703	0	0	0	0	0	0.963636	0.908333	0.322314	0.601942	0.833333	0	0.0792079	0.0891089	1	0.0737705	0.263158	0.666667	0.666667	1.5	1	1	16834.1	1e+20	3.67685e+10	21.9359	22.387	31.8007	23.0319	21.8483	37.7174	
 10000	-68312.2	-1191.93	-21580.2	-6354.09	0.020862	1	0.211331	9.46384	0.863961	0.00153786	19.872	0.871693	1303	99	242	-62875.3	37.3382f	47.5418	4	1	1	0.217822	0.237624	0.029703	0	0	0	0	0	0.918182	0.924812	0.195489	0.556604	0.798507	0	0.0792079	0.0891089	1	0.149254	0.15859	0.666667	0.666667	1.5	1	1	85222.7	1e+20	4.18816e+11	8.01105	38.5573	29.3641	17.3627	37.3382	47.5418	
