T0	0.40430763769963357
T1	0.4043076376996335
T2	0.40430763769963357
T3	0.4043076376996336
T4	0.40430763769963357
T5	0.4043076376996335
T6	0.40430763769963357
T7	0.4043076376996335
T8	0.40430763769963357
T9	0.40430763769963357
T10	0.40430763769963357
T11	0.40430763769963357
T12	0.40430763769963357
T13	0.40430763769963357
T14	0.40430763769963357
T15	0.40430763769963357
T16	0.40430763769963357
T17	0.40430763769963357
T18	0.40430763769963357
T19	0.40430763769963357
T20	0.40430763769963357
T21	0.40430763769963357
T22	0.40430763769963357
T23	0.40430763769963357
T24	0.4043076376996335
T25	0.40430763769963357
T26	0.4043076376996335
T27	0.40430763769963357
T28	0.4043076376996335
T29	0.40430763769963357
T30	0.4043076376996336
T31	0.40430763769963357
T32	0.40430763769963357
T33	0.40430763769963357
T34	0.40430763769963357
T35	0.40430763769963357
T36	0.40430763769963357
T37	0.40430763769963357
T38	0.40430763769963357
T39	0.40430763769963357
T40	0.40430763769963357
T41	0.40430763769963357
T42	0.4043076376996335
T43	0.4043076376996335
T44	0.40430763769963357
T45	0.4043076376996336
T46	0.40430763769963357
T47	0.40430763769963357
T48	0.40430763769963357
T49	0.4043076376996335
