# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jul 18 09:18:04 BST 2019 [seed=123456795]
# -overwrite -seed 123456795 beast_input\beast0.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
270	-17.102490989814964	-1.2400752375638286	-15.862415752251135	0.4043076376996336	0.0	4.8427093204610525	0.2764481682657132	0.016704000591856803	0.016704000591856803	0.17516891444310612	-0.07590757530414356	3.6382782309177424	-0.3469439878405406	-0.3469439878405406	5.741859825847732	4.690680107028534	-15.862415752251135
280	-16.628723971939586	-1.2540525279920194	-15.374671443947568	0.4043076376996336	0.0	4.8427093204610525	0.24607166544836429	-0.004503095467095257	-0.004503095467095257	0.2020021799684676	0.020197718813120772	4.065515273819867	0.09062973183657001	0.09062973183657003	4.952461970909326	4.703328860525302	-15.374671443947568
290	-17.920354198871777	-1.328459218198442	-16.591894980673334	0.4043076376996336	0.0	4.8427093204610525	0.21447508836289725	0.027212188893043224	0.027212188893043224	0.2641916886247217	-0.11431822532776749	4.724286236276383	-0.4866094392127949	-0.48660943921279487	3.8352520219373107	4.424480742791643	-16.591894980673334
300	-16.522274512160774	-1.121256948310765	-15.401017563850008	0.4043076376996336	0.0	4.8427093204610525	0.20113059305423517	-0.008883881172573702	-0.008883881172573702	0.19909279730370932	0.04439518801508464	4.981712676081307	0.22229304148405737	0.2222930414840574	5.032702531360568	4.485291355298112	-15.401017563850008
310	-16.92452521300642	-1.0386480636271083	-15.885877149379311	0.4043076376996336	0.0	4.8427093204610525	0.1884987574139872	-0.018391329726653555	-0.018391329726653555	0.18617358118240107	0.09817476229684846	5.3567041947589	0.5291669874332949	0.529166987433295	5.423605637993686	4.699133415132597	-15.885877149379311
320	-17.16929832377849	-1.0303360091080775	-16.138962314670415	0.4043076376996336	0.0	4.8427093204610525	0.23240211704187877	-0.008936842413928319	-0.008936842413928319	0.1467662095467808	0.0483894873337915	4.312985832196191	0.2626249927341555	0.2626249927341555	6.829549126255335	4.929701295445262	-16.138962314670415
330	-16.74023565710332	-0.9545793079020228	-15.785656349201297	0.4043076376996336	0.0	4.8427093204610525	0.1881245998754862	0.0026097465875534213	0.0026097465875534213	0.16033735136679897	-0.015026512300011775	5.316826442311646	-0.08653984580731838	-0.0865398458073184	6.23825851269737	4.78687767923675	-15.785656349201297
340	-16.50944082087467	-1.1600231650817023	-15.349417655792966	0.4043076376996336	0.0	4.8427093204610525	0.2456873788568423	0.011772166226654841	0.011772166226654841	0.17310817826273392	-0.05708291849672024	4.083519131186382	-0.27769841081159347	-0.2776984108115935	5.795619374667823	4.730806199830782	-15.349417655792966
350	-17.365625113440306	-1.380842635057738	-15.984782478382566	0.4043076376996336	0.0	4.8427093204610525	0.26001044292193703	0.01780714628303391	0.01780714628303391	0.23595517865185975	-0.07189259733425202	3.865980869489649	-0.29175916910891764	-0.29175916910891764	4.260111619278572	4.383470800984607	-15.984782478382566
360	-16.761264718091823	-1.1242531842323578	-15.637011533859464	0.4043076376996336	0.0	4.8427093204610525	0.21728764894690297	0.039324551151389275	0.039324551151389275	0.1907141862303723	-0.1931767051019563	4.780592925240133	-0.9857403622585684	-0.9857403622585685	5.446704400074655	4.788254741887749	-15.637011533859464
370	-17.929195435042992	-1.3219754797677377	-16.607219955275255	0.4043076376996336	0.0	4.8427093204610525	0.2867087741117533	0.0493394880806224	0.0493394880806224	0.19956666945035062	-0.20626718541482944	3.642848979312241	-0.9006328776709863	-0.9006328776709864	5.233523052769619	4.56719240047172	-16.607219955275255
380	-19.602177078661036	-1.1982618492923236	-18.403915229368714	0.4043076376996336	0.0	4.8427093204610525	0.3109840106473539	0.05257410616127399	0.05257410616127399	0.14996372141454978	-0.24344999116462962	3.4181882388407563	-1.1983444372606538	-1.1983444372606538	7.088393630375588	4.775201362620728	-18.403915229368714
390	-17.115655882031273	-1.012596284410614	-16.10305959762066	0.4043076376996336	0.0	4.8427093204610525	0.23150663595664991	0.012756167211405387	0.012756167211405387	0.14320219788762611	-0.07005895248861363	4.340836548741549	-0.3866730934994379	-0.3866730934994379	7.017577114461767	5.09650644306243	-16.10305959762066
400	-16.895106967166125	-1.3041525309016946	-15.59095443626443	0.4043076376996336	0.0	4.8427093204610525	0.2555847861839072	-0.004786416577085149	-0.004786416577085149	0.21103395181859944	0.020609470254533746	3.9142585350669585	0.088778472742367	0.08877847274236701	4.740587579071484	4.4351541750140235	-15.59095443626443
410	-17.417750610956396	-0.8805840157078044	-16.537166595248593	0.4043076376996336	0.0	4.8427093204610525	0.16034679992221978	-3.7651454133724586E-4	-3.7651454133724586E-4	0.16585226072325573	0.002308824420527203	6.236515672178668	0.014158015257754288	0.014158015257754288	6.029494722216956	4.711808431632586	-16.537166595248593
420	-18.433939656752447	-1.3603930349223916	-17.073546621830054	0.4043076376996336	0.0	4.8427093204610525	0.22326728757945027	0.042068357695209016	0.042068357695209016	0.27082884780179095	-0.17107854530453526	4.613977779564218	-0.7166979042443434	-0.7166979042443433	3.803694887588506	4.624217213916547	-17.073546621830054
430	-16.34789954219662	-1.0562940628437978	-15.291605479352821	0.4043076376996336	0.0	4.8427093204610525	0.20121391366419797	6.687871755853632E-4	6.687871755853632E-4	0.17810528779957377	-0.0035328119906622977	4.969897273531662	-0.018662015045027718	-0.018662015045027718	5.614726509645638	4.617954175041757	-15.291605479352821
440	-16.284357845850604	-1.0860562136312746	-15.19830163221933	0.4043076376996336	0.0	4.8427093204610525	0.2002916742562483	0.008502563758709607	0.008502563758709607	0.1884725726547022	-0.04376171863193873	5.002298604459648	-0.22566871256352591	-0.22566871256352591	5.315992393506072	4.371661470180764	-15.19830163221933
450	-17.95580732354172	-1.4385406110189325	-16.517266712522787	0.4043076376996336	0.0	4.8427093204610525	0.2878534543585568	0.018065926571268022	0.018065926571268022	0.2332029733795761	-0.0697280429733737	3.4909629858515725	-0.27044029521337365	-0.2704402952133737	4.309060643406208	4.435005566854103	-16.517266712522787
460	-16.947624838271366	-1.1657578369826431	-15.781867001288722	0.4043076376996336	0.0	4.8427093204610525	0.25580904704502316	-0.008904698589197705	-0.008904698589197705	0.16722894315949208	0.04305321136908828	3.9164252895569986	0.20854396429065097	0.208543964290651	5.99093076961623	4.596261067736984	-15.781867001288722
470	-16.404915814801633	-1.038008797887445	-15.366907016914187	0.4043076376996336	0.0	4.8427093204610525	0.20383006354836478	6.083526967478703E-4	6.083526967478703E-4	0.17037452522305652	-0.0032645174042619145	4.9060999137164805	-0.017518106707070123	-0.017518106707070123	5.869484630276917	4.544839507534369	-15.366907016914187
480	-16.35032243958586	-1.1771314741357484	-15.173190965450111	0.4043076376996336	0.0	4.8427093204610525	0.21242575126971672	0.013324318165613335	0.013324318165613335	0.20717673453888416	-0.06351421301666313	4.726594533713559	-0.3039851436370046	-0.3039851436370045	4.8463472358813195	4.758614538124591	-15.173190965450111
490	-16.408712826776174	-1.026439235952467	-15.382273590823708	0.4043076376996336	0.0	4.8427093204610525	0.1926776990155779	0.0075822502181646986	0.0075822502181646986	0.17717748748022366	-0.041037237456214105	5.198769244187006	-0.22247955875502912	-0.22247955875502914	5.653578848693826	4.762809813462804	-15.382273590823708
500	-17.926259372304997	-1.083348680895999	-16.842910691409	0.4043076376996336	0.0	4.8427093204610525	0.1672949202300423	0.03477624405688535	0.03477624405688535	0.22944712849930607	-0.17750066500961145	6.1719234268277035	-0.9354499958033579	-0.9354499958033579	4.500084372858877	4.504658181267567	-16.842910691409
510	-17.89029647281128	-1.1305400002144883	-16.75975647259679	0.4043076376996336	0.0	4.8427093204610525	0.18802669331514607	-0.03354285347787784	-0.03354285347787784	0.22068488668988068	0.16466600716033147	5.46662063889573	0.8308953905271237	0.8308953905271237	4.65763930533367	4.512143474202595	-16.75975647259679
520	-17.77305530203396	-1.0259877918586238	-16.747067510175334	0.4043076376996336	0.0	4.8427093204610525	0.18178232397905783	0.04888733510231527	0.04888733510231527	0.19851338775277141	-0.25735086833675763	5.8912599332748234	-1.4508240567207233	-1.4508240567207233	5.394733997331903	5.0546134680100545	-16.747067510175334
530	-16.524930900404673	-1.136207473243539	-15.388723427161136	0.4043076376996336	0.0	4.8427093204610525	0.1947155858384046	0.005054995649737945	0.005054995649737945	0.21054509572089786	-0.024965936610682762	5.138898781137936	-0.12338027107281377	-0.12338027107281375	4.752538563329826	4.891476545925065	-15.388723427161136
540	-18.873575548581506	-0.9984239788852616	-17.875151569696243	0.4043076376996336	0.0	4.8427093204610525	0.14287156511446267	-0.0140337897153442	-0.0140337897153442	0.22693254431524373	0.0779387923815561	7.042070121307697	0.4354903415962015	0.43549034159620154	4.433527077012731	4.711889647001354	-17.875151569696243
550	-20.04153574177931	-0.8345172662887492	-19.20701847549056	0.4043076376996336	0.0	4.8427093204610525	0.23522653109440375	0.010417778556687431	0.010417778556687431	0.10239539688567839	-0.067126152129434	4.270463501047531	-0.43447991258825575	-0.43447991258825575	9.810268293976135	5.43586694534303	-19.20701847549056
560	-18.57608599312784	-1.3389598843260753	-17.237126108801764	0.4043076376996336	0.0	4.8427093204610525	0.2624530269244503	-0.04528620816763258	-0.04528620816763258	0.22377223397603152	0.18686891620646603	3.9480722787327203	0.7989964612620358	0.7989964612620358	4.6305276649331795	4.399208380818846	-17.237126108801764
570	-16.99316749432717	-1.276541805266842	-15.71662568906033	0.4043076376996336	0.0	4.8427093204610525	0.23290569366348124	0.035128389616187645	0.035128389616187645	0.22603513737098854	-0.15310176954018212	4.396641252313221	-0.6832872477714395	-0.6832872477714395	4.530281409207654	4.657439099885582	-15.71662568906033
580	-17.559819534511874	-1.2284637033541095	-16.331355831157765	0.4043076376996336	0.0	4.8427093204610525	0.22780231058509842	-0.03508149544736442	-0.03508149544736442	0.21394867642460916	0.15890744089360043	4.503491350682352	0.7384444435760739	0.738444443576074	4.795102042834803	4.8105545240031296	-16.331355831157765
590	-17.237477766884556	-1.310218928771074	-15.927258838113481	0.4043076376996336	0.0	4.8427093204610525	0.2797733782736063	0.027492959540315928	0.027492959540315928	0.19598574931348497	-0.11741026076117513	3.624282848879364	-0.5084158520501435	-0.5084158520501436	5.173732580057045	4.742699848966196	-15.927258838113481
600	-18.644291179009876	-0.9815907991443795	-17.6627003798655	0.4043076376996336	0.0	4.8427093204610525	0.2540686385171177	-0.004324744057358529	-0.004324744057358529	0.12195144208773176	0.02456922232831917	3.9383216170846684	0.13966405577394134	0.13966405577394136	8.204937917629554	4.840869984122205	-17.6627003798655
610	-17.314791046023906	-1.1053118402737363	-16.20947920575017	0.4043076376996336	0.0	4.8427093204610525	0.2131369411809236	0.051158911220860546	0.051158911220860546	0.19285659871372368	-0.2523333637833496	5.010872116669298	-1.3292299224684412	-1.3292299224684412	5.53780354272978	4.627725903881167	-16.20947920575017
620	-20.603878612206643	-1.5780780009610487	-19.025800611245593	0.4043076376996336	0.0	4.8427093204610525	0.35973007298669835	0.005533104838340561	0.005533104838340561	0.22940706969433738	-0.019260924434645884	2.780893775669088	-0.06707281002964481	-0.06707281002964482	4.360681308656239	4.175389232544835	-19.025800611245593
630	-18.169705974512052	-1.3588033529705303	-16.810902621541523	0.4043076376996336	0.0	4.8427093204610525	0.21611577144539634	0.008977952978797398	0.008977952978797398	0.27257910586027106	-0.036990296669933066	4.63348949552115	-0.15261349796878812	-0.15261349796878812	3.673686409852756	4.427242470573179	-16.810902621541523
640	-16.333195979630343	-1.1655903084608525	-15.16760567116949	0.4043076376996336	0.0	4.8427093204610525	0.23417421644096334	0.017209730135959164	0.017209730135959164	0.18436567534973933	-0.08282558043951391	4.299822063254554	-0.4013695998502936	-0.40136959985029363	5.461469227328303	4.867470839560462	-15.16760567116949
650	-16.67258298526133	-1.146601577155641	-15.52598140810569	0.4043076376996336	0.0	4.8427093204610525	0.23914180001346505	-0.011275943292234135	-0.011275943292234135	0.17406974816365137	0.05526669392253795	4.194430941762049	0.27170812815812023	0.2717081281581202	5.762424407612294	4.698437545577067	-15.52598140810569
660	-16.35913409978262	-1.2072250985594701	-15.15190900122315	0.4043076376996336	0.0	4.8427093204610525	0.23835036901773043	0.014152284424556157	0.014152284424556157	0.1937254188569291	-0.0658605464233183	4.213782057714376	-0.3078307562101955	-0.3078307562101955	5.184433278517026	4.513285185926344	-15.15190900122315
670	-18.44877182533253	-1.4122670587903503	-17.03650476654218	0.4043076376996336	0.0	4.8427093204610525	0.23182268713867557	0.01808112618324857	0.01808112618324857	0.2779274947691219	-0.07123308491178165	4.335641360751909	-0.28206377564115825	-0.2820637756411583	3.616410933196953	4.47268212364884	-17.03650476654218
680	-19.843435753648	-1.5517481900405228	-18.291687563607475	0.4043076376996336	0.0	4.8427093204610525	0.28010216635708335	0.03365690894496532	0.03365690894496532	0.28908156468934487	-0.11827849656261134	3.620779901049396	-0.4215566619418946	-0.42155666194189456	3.508311902476372	4.633782945365689	-18.291687563607475
690	-17.169265204938878	-1.0202609421017192	-16.14900426283716	0.4043076376996336	0.0	4.8427093204610525	0.16621322011037637	0.018789106610425394	0.018789106610425394	0.20447841701254382	-0.10191769941678112	6.079517884044365	-0.5586345558235125	-0.5586345558235125	4.9418234891932205	4.838657881268011	-16.14900426283716
700	-16.787389742842045	-1.2485443102630531	-15.538845432578992	0.4043076376996336	0.0	4.8427093204610525	0.25128433278046247	0.032927199469593445	0.032927199469593445	0.19937454053355677	-0.1471083210540643	4.0675816622861385	-0.6717711920214492	-0.6717711920214492	5.126630217189559	4.888113757265371	-15.538845432578992
710	-16.67707096933455	-1.2301414178020458	-15.446929551532506	0.4043076376996336	0.0	4.8427093204610525	0.23477937412899091	-0.012416438010242887	-0.012416438010242887	0.2042406400125573	0.05670168604717557	4.273056161812612	0.259772672785253	0.259772672785253	4.9119776124218575	4.796384637806057	-15.446929551532506
720	-16.573599020642664	-1.0597493971895546	-15.51384962345311	0.4043076376996336	0.0	4.8427093204610525	0.18545946948091133	0.018028338386160657	0.018028338386160657	0.19592389035412117	-0.09457742740209113	5.440679981458272	-0.500635321089503	-0.500635321089503	5.150089767781305	4.6954447728092905	-15.51384962345311
730	-16.430251069394664	-1.2312398920232808	-15.199011177371384	0.4043076376996336	0.0	4.8427093204610525	0.2432189455465675	0.012929803058576397	0.012929803058576397	0.19733703346341705	-0.05901860114538392	4.125893104599842	-0.2703343835008239	-0.2703343835008239	5.085185242356744	5.024720402277082	-15.199011177371384
740	-17.64998031419808	-1.2011814459390444	-16.448798868259033	0.4043076376996336	0.0	4.8427093204610525	0.28516233719767603	0.0220504627681087	0.0220504627681087	0.15906544774730946	-0.10353416837239175	3.544772016177883	-0.49139435666968184	-0.4913943566696819	6.354840018883368	4.842305602543661	-16.448798868259033
750	-16.4157195394977	-1.138708350222946	-15.277011189274756	0.4043076376996336	0.0	4.8427093204610525	0.23294066109337944	0.021977089248141922	0.021977089248141922	0.17786357632219535	-0.10797022583474233	4.343574311096114	-0.5366985319016305	-0.5366985319016305	5.688601862486493	4.78433230503001	-15.277011189274756
760	-23.73853581982082	-1.7599054739100417	-21.97863034591078	0.4043076376996336	0.0	4.8427093204610525	0.33237015500971495	0.011017733586754135	0.011017733586754135	0.33165628004841546	-0.033184642574687666	3.012010613579464	-0.10006000940506823	-0.10006000940506822	3.018493828550967	4.543449864994044	-21.97863034591078
770	-16.84564421722882	-1.1254837995291016	-15.720160417699718	0.4043076376996336	0.0	4.8427093204610525	0.23070025142134273	0.039640043448445406	0.039640043448445406	0.17973851006054448	-0.19466573742157997	4.505358427729544	-0.9936245925587139	-0.9936245925587138	5.78277477470107	4.908701985409843	-15.720160417699718
780	-17.583815940175853	-0.9363484069251125	-16.64746753325074	0.4043076376996336	0.0	4.8427093204610525	0.15184832299185347	0.004624148606102296	0.004624148606102296	0.19242967816033002	-0.027051462886920105	6.5903415844411075	-0.15836808096742847	-0.15836808096742847	5.2005092307386125	4.872818761858318	-16.64746753325074
790	-17.297390093251643	-1.0904533145468331	-16.206936778704808	0.4043076376996336	0.0	4.8427093204610525	0.2527879375063695	-0.006120886766320973	-0.006120886766320973	0.14862191647070608	0.03157873606664106	3.95983377165652	0.163082906648836	0.163082906648836	6.735199193871386	4.9031201188503255	-16.206936778704808
800	-17.117878400841995	-1.3120038710574256	-15.805874529784571	0.4043076376996336	0.0	4.8427093204610525	0.2262785863235134	0.012889773683190657	0.012889773683190657	0.24229661970278604	-0.055049057284614004	4.432764170198124	-0.2358156172995642	-0.23581561729956418	4.139717719414885	4.489756364777257	-15.805874529784571
810	-19.875186538462117	-1.5015655563458945	-18.373620982116222	0.4043076376996336	0.0	4.8427093204610525	0.24842718609754283	-0.014206323837816058	-0.014206323837816058	0.2981495354007566	0.052199348399620205	4.036322402520625	0.19232397289153788	0.1923239728915379	3.363185574959403	4.699874693221724	-18.373620982116222
820	-18.08129015460447	-0.9971932718439234	-17.084096882760548	0.4043076376996336	0.0	4.8427093204610525	0.14778150178472216	0.005258777023235463	0.005258777023235463	0.2184826290602182	-0.02926619502581519	6.772547526738663	-0.1630121235522443	-0.16301212355224426	4.580946543507534	4.577049478122162	-17.084096882760548
830	-16.893498242737166	-1.1528787915005356	-15.740619451236629	0.4043076376996336	0.0	4.8427093204610525	0.19207121205557165	0.025636113763698502	0.025636113763698502	0.22202474351189785	-0.12414246459188676	5.287895921731354	-0.610567539796923	-0.6105675397969231	4.57450175527949	4.602245679486346	-15.740619451236629
840	-18.510349704968096	-1.4098997683594505	-17.100449936608644	0.4043076376996336	0.0	4.8427093204610525	0.3220290154992782	0.02114243164425289	0.02114243164425289	0.1975664816832149	-0.08382060671515577	3.1272821953986263	-0.334663802711844	-0.334663802711844	5.097401127927265	4.217728996605546	-17.100449936608644
850	-16.905634778430763	-1.1686790406337435	-15.736955737797018	0.4043076376996336	0.0	4.8427093204610525	0.23489634912733431	0.04274640482836073	0.04274640482836073	0.1902404493366357	-0.2022134456482742	4.438696387779119	-0.9973605159355018	-0.9973605159355017	5.4806093026464255	4.823236496811515	-15.736955737797018
860	-18.632616163289864	-1.4594896309010743	-17.17312653238879	0.4043076376996336	0.0	4.8427093204610525	0.3178755038747686	0.002109948961310076	0.002109948961310076	0.21630078791976742	-0.008046636233835393	3.146089397757714	-0.030689153381400536	-0.030689153381400543	4.623491029160075	4.638165144896785	-17.17312653238879
870	-18.397716997014346	-1.4708065333273668	-16.92691046368698	0.4043076376996336	0.0	4.8427093204610525	0.27135606553822944	0.018712619064410935	0.018712619064410935	0.26094293574632327	-0.07032213341583997	3.7035095457260248	-0.26558436285070874	-0.26558436285070874	3.851300960254678	4.721263782265231	-16.92691046368698
